scope,bin_left_minutes,bin_right_minutes,bin_centre_minutes,events,at_risk,hazard
Cursor,3806.5831524483892,4602.318315602283,4185.58327624434,3,29,0.10344827586206896
Cursor,4602.318315602283,5564.395424937567,5060.545324314734,1,26,0.038461538461538464
Cursor,5564.395424937567,6727.586907689634,6118.411052717697,7,25,0.28
Cursor,6727.586907689634,8133.9340834183795,7397.4149841425,5,18,0.2777777777777778
Cursor,8133.9340834183795,9834.266666666668,8943.784256422177,13,13,1.0
Devin,0.016666666666666666,0.020152161227480453,0.018326738765839956,7,532,0.013157894736842105
Devin,0.020152161227480453,0.024366576128302005,0.022159403662987378,0,525,0.0
Devin,0.024366576128302005,0.029462350241953105,0.026793592519280554,0,525,0.0
Devin,0.029462350241953105,0.035623801932980204,0.032396927778717374,1,525,0.0019047619047619048
Devin,0.035623801932980204,0.04307379600535482,0.03917208671230514,0,524,0.0
Devin,0.04307379600535482,0.05208180490677083,0.0473641324225931,4,524,0.007633587786259542
Devin,0.05208180490677083,0.06297365576996573,0.05726937797878984,0,520,0.0
Devin,0.06297365576996573,0.07614331584961226,0.06924610430556549,1,520,0.0019230769230769232
Devin,0.07614331584961226,0.09206714264378124,0.08372751950044109,3,519,0.005780346820809248
Devin,0.09206714264378124,0.11132111413865527,0.10123742832899416,3,516,0.005813953488372093
Devin,0.11132111413865527,0.13460166240869612,0.12240917867648325,2,513,0.003898635477582846
Devin,0.13460166240869612,0.16275086414081635,0.1480085702647172,1,511,0.0019569471624266144
Devin,0.16275086414081635,0.1967868992446499,0.17896155426140703,2,510,0.00392156862745098
Devin,0.1967868992446499,0.23794087926204832,0.21638772569978204,0,508,0.0
Devin,0.23794087926204832,0.2877013776898355,0.2616408201569895,1,508,0.001968503937007874
Devin,0.2877013776898355,0.34786827291442873,0.31635767948963217,3,507,0.005917159763313609
Devin,0.34786827291442873,0.4206178513018044,0.3825174577575992,9,504,0.017857142857142856
Devin,0.4206178513018044,0.5085815252754217,0.462513208863425,5,495,0.010101010101010102
Devin,0.5085815252754217,0.6149410136800938,0.5592384452913051,2,490,0.004081632653061225
Devin,0.6149410136800938,0.7435434271842908,0.6761917988469535,9,488,0.018442622950819672
Devin,0.7435434271842908,0.899040421455072,0.8176035690638302,6,479,0.012526096033402923
Devin,0.899040421455072,1.0870564513910759,0.9885887366362657,15,473,0.03171247357293869
Devin,1.0870564513910759,1.3143922123083438,1.1953319765019148,11,458,0.024017467248908297
Devin,1.3143922123083438,1.589270626714948,1.4453113626497678,18,447,0.040268456375838924
Devin,1.589270626714948,1.921634274219513,1.747568856241656,17,429,0.039627039627039624
Devin,1.921634274219513,2.3235050228594396,2.1130373608263278,22,412,0.05339805825242718
Devin,2.3235050228594396,2.8094188700114464,2.554936174503717,11,390,0.028205128205128206
Devin,2.8094188700114464,3.396951721439799,3.089249142871264,13,379,0.03430079155672823
Devin,3.396951721439799,4.1073551263453245,3.7353028079398505,21,366,0.05737704918032787
Devin,4.1073551263453245,4.966324963477762,4.51646546514386,14,345,0.04057971014492753
Devin,4.966324963477762,6.004930882323887,5.460992413915593,9,331,0.027190332326283987
Devin,6.004930882323887,7.26074011802805,6.603047975236483,20,322,0.062111801242236024
Devin,7.26074011802805,8.779176329360208,7.983941243385242,16,302,0.052980132450331126
Devin,8.779176329360208,10.61516261002481,9.65362027004581,19,286,0.06643356643356643
Devin,10.61516261002481,12.83510810238854,11.672478726650194,11,267,0.04119850187265917
Devin,12.83510810238854,15.519310071088466,14.113540393427428,20,256,0.078125
Devin,15.519310071088466,18.764858321510165,17.065100489934444,13,236,0.05508474576271186
Devin,18.764858321510165,22.689147018354074,20.63391938617889,15,223,0.06726457399103139
Devin,22.689147018354074,27.434120929672712,24.94908421350669,17,208,0.08173076923076923
Devin,27.434120929672712,33.17140968653764,30.166678052914452,12,191,0.06282722513089005
