scope,bin_left_minutes,bin_right_minutes,bin_centre_minutes,events,at_risk,hazard
Devin,33.17140968653764,40.10853576875483,36.47542558918971,11,179,0.061452513966480445
Devin,40.10853576875483,48.49642076460682,44.10351943885904,11,168,0.06547619047619048
Devin,48.49642076460682,58.63846141224528,53.32687406587233,11,157,0.07006369426751592
Devin,58.63846141224528,70.90150371065752,64.47910583598036,11,146,0.07534246575342465
Devin,70.90150371065752,85.7291120428784,77.96360019662713,10,135,0.07407407407407407
Devin,85.7291120428784,103.6576132666094,94.26810246223539,9,125,0.072
Devin,103.6576132666094,125.33549610027171,113.98235996565695,12,116,0.10344827586206896
Devin,125.33549610027171,151.54686749633532,137.81945370699788,8,104,0.07692307692307693
Devin,151.54686749633532,183.2398144383459,166.6415910832019,13,96,0.13541666666666666
Devin,183.2398144383459,221.56069703130916,201.49129264275334,10,83,0.12048192771084337
Devin,221.56069703130916,267.8956132948734,243.62910091621282,4,73,0.0547945205479452
Devin,267.8956132948734,323.92053547518253,294.57917528217746,7,69,0.10144927536231885
Devin,323.92053547518253,391.66193134726143,356.1844220726801,3,62,0.04838709677419355
Devin,391.66193134726143,473.57006323058334,430.673154019536,3,59,0.05084745762711865
Devin,473.57006323058334,572.6076160038494,520.7396901689524,1,56,0.017857142857142856
Devin,572.6076160038494,692.3568598675685,629.6418116299772,3,55,0.05454545454545454
Devin,692.3568598675685,837.1492240201995,761.318598211811,6,52,0.11538461538461539
Devin,837.1492240201995,1012.2219680349123,920.5329081986292,8,46,0.17391304347826086
Devin,1012.2219680349123,1223.9076178702264,1113.0436548732139,11,38,0.2894736842105263
Devin,1223.9076178702264,1479.8630185717427,1345.8141111737477,6,27,0.2222222222222222
Devin,1479.8630185717427,1789.3462886906188,1627.2637770355009,3,21,0.14285714285714285
Devin,1789.3462886906188,2163.551694089227,1967.5729196674922,1,18,0.05555555555555555
Devin,2163.551694089227,2616.0145537964786,2379.0508022378262,4,17,0.23529411764705882
Devin,2616.0145537964786,3163.1008236925168,2876.580920103805,3,13,0.23076923076923078
Devin,3163.1008236925168,3824.5990666696675,3478.159349149555,2,10,0.2
Devin,3824.5990666696675,4624.436221319911,4205.545678735821,2,8,0.25
Devin,4624.436221319911,5591.543059094357,5085.050074045082,2,6,0.3333333333333333
Devin,5591.543059094357,6760.900634236122,6148.484936518071,0,4,0.0
Devin,6760.900634236122,8174.805577446084,7434.315584726829,3,4,0.75
Devin,8174.805577446084,9884.400000000001,8989.051576763146,1,1,1.0
OpenAI_Codex,0.016666666666666666,0.020147193115808492,0.018324479581427175,23,2805,0.00819964349376114
OpenAI_Codex,0.020147193115808492,0.024354563426740874,0.022151209732422173,0,2782,0.0
OpenAI_Codex,0.024354563426740874,0.029440565556585297,0.026777082013673174,0,2782,0.0
OpenAI_Codex,0.029440565556585297,0.035588685582428635,0.03236898254443893,16,2782,0.005751258087706686
OpenAI_Codex,0.035588685582428635,0.043020727270018745,0.03912864853710271,0,2766,0.0
OpenAI_Codex,0.043020727270018745,0.05200481401749577,0.04729994630625635,18,2766,0.006507592190889371
OpenAI_Codex,0.05200481401749577,0.06286506185773154,0.057177669155971174,0,2748,0.0
OpenAI_Codex,0.06286506185773154,0.07599327248909782,0.06911817254382947,14,2748,0.005094614264919942
OpenAI_Codex,0.07599327248909782,0.09186306818040663,0.08355223020313828,19,2734,0.006949524506217996
OpenAI_Codex,0.09186306818040663,0.11104697849048009,0.10100057502954682,12,2715,0.004419889502762431
OpenAI_Codex,0.11104697849048009,0.13423709523448407,0.12209268539567915,18,2703,0.006659267480577136
OpenAI_Codex,0.13423709523448407,0.16227004085965957,0.14758949464166393,8,2685,0.0029795158286778397
OpenAI_Codex,0.16227004085965957,0.19615715100658174,0.17841084302461113,23,2677,0.008591707134852447
OpenAI_Codex,0.19615715100658174,0.23712096014258474,0.21566866250226213,33,2654,0.012434061793519217
OpenAI_Codex,0.23712096014258474,0.286639306547915,0.2607070915476721,22,2621,0.008393742846241892
OpenAI_Codex,0.286639306547915,0.3464986478161363,0.31515096720430275,23,2599,0.008849557522123894
OpenAI_Codex,0.3464986478161363,0.41885851031509275,0.38096444381393496,51,2576,0.019798136645962732
OpenAI_Codex,0.41885851031509275,0.5063293977310821,0.46052185318655525,37,2525,0.014653465346534653
OpenAI_Codex,0.5063293977310821,0.6120669693779474,0.5566933626119722,36,2488,0.014469453376205787
OpenAI_Codex,0.6120669693779474,0.7398858859119088,0.6729485209699325,56,2452,0.022838499184339316
OpenAI_Codex,0.7398858859119088,0.8943974296276965,0.8134814285387358,51,2396,0.021285475792988316
OpenAI_Codex,0.8943974296276965,1.0811758642195168,0.9833620462136208,62,2345,0.026439232409381664
OpenAI_Codex,1.0811758642195168,1.3069595357149046,1.188719102869345,70,2283,0.030661410424879545
OpenAI_Codex,1.3069595357149046,1.5798939696357353,1.4369611995575586,66,2213,0.0298237686398554
OpenAI_Codex,1.5798939696357353,1.909825734525146,1.7370440872445974,65,2147,0.030274802049371215
OpenAI_Codex,1.909825734525146,2.3086576734611346,2.099793760583412,85,2082,0.040826128722382324
OpenAI_Codex,2.3086576734611346,2.7907783191308773,2.538297023870624,85,1997,0.04256384576865298
OpenAI_Codex,2.7907783191308773,3.3735809843364755,3.0683736195122067,95,1912,0.049686192468619245
OpenAI_Codex,3.3735809843364755,4.078091254994776,3.7091469518258844,93,1817,0.05118326912493121
OpenAI_Codex,4.078091254994776,4.929725523496174,4.48373399600091,88,1724,0.05104408352668213
OpenAI_Codex,4.929725523496174,5.959207927788451,5.420079281840762,116,1636,0.07090464547677261
OpenAI_Codex,5.959207927788451,7.203678776304652,6.551963039654305,99,1520,0.06513157894736842
OpenAI_Codex,7.203678776304652,8.708034447027648,7.920219878853294,97,1421,0.06826178747361013
OpenAI_Codex,8.708034447027648,10.526547099802718,9.574211965135358,71,1324,0.05362537764350453
OpenAI_Codex,10.526547099802718,12.724822635742749,11.573609843595982,79,1253,0.06304868316041501
OpenAI_Codex,12.724822635742749,15.382167540403222,13.99054515395702,79,1174,0.06729131175468483
OpenAI_Codex,15.382167540403222,18.594449998573495,16.91221290073265,69,1095,0.06301369863013699
OpenAI_Codex,18.594449998573495,22.477558500210307,20.444017159603717,79,1026,0.0769980506822612
OpenAI_Codex,22.477558500210307,27.171582712537184,24.71337370664632,60,947,0.06335797254487856
OpenAI_Codex,27.171582712537184,32.84586745029901,29.874306756656836,75,887,0.08455467869222097
OpenAI_Codex,32.84586745029901,39.705122074645345,36.113005645636065,66,812,0.0812807881773399
OpenAI_Codex,39.705122074645345,47.99680572747782,43.65454192409472,57,746,0.07640750670241286
OpenAI_Codex,47.99680572747782,58.020054836006324,52.77098919161366,41,689,0.059506531204644414
OpenAI_Codex,58.020054836006324,70.13647496224914,63.79123860934101,38,648,0.05864197530864197
OpenAI_Codex,70.13647496224914,84.78318633159002,77.11286420154076,48,610,0.07868852459016394
OpenAI_Codex,84.78318633159002,102.48859367976708,93.21646600689341,29,562,0.051601423487544484
OpenAI_Codex,102.48859367976708,123.89144934203394,112.68300853284475,31,533,0.058161350844277676
OpenAI_Codex,123.89144934203394,149.7638973174816,136.21478002689116,41,502,0.08167330677290836
OpenAI_Codex,149.7638973174816,181.0393296618851,164.66072870574897,33,461,0.07158351409978309
OpenAI_Codex,181.0393296618851,218.84606017527068,199.0470899894685,23,428,0.053738317757009345
OpenAI_Codex,218.84606017527068,264.5480302191017,240.61440966945196,17,405,0.04197530864197531
OpenAI_Codex,264.5480302191017,319.7940151938586,290.8622986834024,24,388,0.061855670103092786
OpenAI_Codex,319.7940151938586,386.57710688342826,351.60353410094865,25,364,0.06868131868131869
OpenAI_Codex,386.57710688342826,467.3066175918576,425.0294581039541,22,339,0.06489675516224189
OpenAI_Codex,467.3066175918576,564.8950001351061,513.7890343396679,17,317,0.05362776025236593
OpenAI_Codex,564.8950001351061,682.8629194725994,621.0844137375635,23,300,0.07666666666666666
OpenAI_Codex,682.8629194725994,825.4662666143537,750.7864574873635,22,277,0.07942238267148015
OpenAI_Codex,825.4662666143537,997.8496970438916,907.5743848638992,34,255,0.13333333333333333
OpenAI_Codex,997.8496970438916,1206.2322328136556,1097.1045839288445,36,221,0.16289592760180996
OpenAI_Codex,1206.2322328136556,1458.1316242205767,1326.2146752391893,32,185,0.17297297297297298
OpenAI_Codex,1458.1316242205767,1762.6355652863656,1603.1701905037912,24,153,0.1568627450980392
OpenAI_Codex,1762.6355652863656,2130.7295475970022,1937.9627655352422,10,129,0.07751937984496124
OpenAI_Codex,2130.7295475970022,2575.6931803797615,2342.670605309089,14,119,0.11764705882352941
OpenAI_Codex,2575.6931803797615,3113.5792747309233,2831.894225513411,18,105,0.17142857142857143
OpenAI_Codex,3113.5792747309233,3763.792975762975,3423.2831906977003,16,87,0.1839080459770115
OpenAI_Codex,3763.792975762975,4549.791835837205,4138.172851985258,17,71,0.23943661971830985
OpenAI_Codex,4549.791835837205,5499.932085200467,5002.354055732579,15,54,0.2777777777777778
OpenAI_Codex,5499.932085200467,6648.491630661898,6047.003591669525,15,39,0.38461538461538464
OpenAI_Codex,6648.491630661898,8036.906688706913,7309.808948001209,12,24,0.5
OpenAI_Codex,8036.906688706913,9715.266666666668,8836.327950902716,12,12,1.0
