bin_index,bin_left_log10_minutes,bin_right_log10_minutes,bin_left_minutes,bin_right_minutes,bin_centre_minutes,count,share,cumulative_share,density_per_minute,kde_density_per_log10_minute
123,1.2966234167863566,1.321621584812129,19.79809558936308,20.971118042286914,20.376167441818225,48,0.00864397622906537,0.6302899333693499,0.007368977641919552,0.3081478419156734
124,1.321621584812129,1.3466197528379016,20.971118042286914,22.21364120394572,21.583440222470422,45,0.008103727714748784,0.6383936610840987,0.006521993283352614,0.3041525261202094
125,1.3466197528379016,1.371617920863674,22.21364120394572,23.529782939690346,22.862243018326186,29,0.005222402305060328,0.643616063389159,0.003967963451980101,0.3000732362251371
126,1.371617920863674,1.396616088889446,23.529782939690346,24.92390509533392,24.216813929636768,40,0.007203313524221142,0.6508193769133802,0.005166917041710624,0.2958931353993056
127,1.396616088889446,1.4216142569152186,24.92390509533392,26.40062795281306,25.65164216094425,40,0.007203313524221142,0.6580226904376013,0.004877904806401969,0.2915851761723264
128,1.4216142569152186,1.446612424940991,26.40062795281306,27.964845542336004,27.171482898824195,39,0.007023230686115613,0.6650459211237169,0.004489932048556982,0.2871232418278883
129,1.446612424940991,1.471610592966763,27.964845542336004,29.621741861764363,28.78137307112343,38,0.006843147848010085,0.671889068971727,0.004130100216754069,0.2824777618307164
130,1.471610592966763,1.4966087609925356,29.621741861764363,31.376808056981236,30.48664803992112,48,0.00864397622906537,0.6805330452007924,0.004925156813243296,0.2776292737360763
131,1.4966087609925356,1.521606929018308,31.376808056981236,33.235860620183075,32.292959283535254,44,0.007923644876643255,0.6884566900774356,0.00426219518128976,0.27255384041735303
132,1.521606929018308,1.5466050970440806,33.235860620183075,35.205060666407114,34.20629312617484,36,0.006482982171799027,0.6949396722492347,0.0032921907473190512,0.26724682069547595
133,1.5466050970440806,1.5716032650698526,35.205060666407114,37.290934352178574,36.23299057731023,44,0.007923644876643255,0.7028633171258779,0.003798717501780409,0.26170615001095543
134,1.5716032650698526,1.596601433095625,37.290934352178574,39.500394503947724,38.37976834651129,31,0.0055825679812713845,0.7084458851071493,0.002526666062205889,0.2559494955211796
135,1.596601433095625,1.6215996011213976,39.500394503947724,41.84076352799538,40.65374110339914,40,0.007203313524221142,0.7156491986313704,0.00307785372742759,0.24999736841699316
136,1.6215996011213976,1.64659776914717,41.84076352799538,44.319797677733725,43.06244505648344,30,0.005402485143165856,0.7210516837745363,0.002179270157991196,0.24388606095217671
137,1.64659776914717,1.671595937172942,44.319797677733725,46.94571275882637,45.61386292902836,36,0.006482982171799027,0.7275346659463353,0.0024688468482771575,0.23765802933927505
138,1.671595937172942,1.6965941051987146,46.94571275882637,49.72721135731797,48.316450414720016,32,0.005762650819376914,0.7332973167657122,0.0020717791562080887,0.23136258868132345
139,1.6965941051987146,1.721592273224487,49.72721135731797,52.67351168100984,51.17916420081256,27,0.004862236628849271,0.7381595533945615,0.0016502854748889372,0.22505084284657834
140,1.721592273224487,1.746590441250259,52.67351168100984,55.79437810966602,54.211491651624684,31,0.0055825679812713845,0.7437421213758328,0.0017887878603235182,0.21877318067291107
141,1.746590441250259,1.7715886092760316,55.79437810966602,59.10015355529644,57.423482250761595,25,0.0045020709526382135,0.7482441923284711,0.0013618804503460946,0.21257740877519052
142,1.7715886092760316,1.796586777301804,59.10015355529644,62.60179373976224,60.82578090626493,28,0.0050423194669547994,0.7532865117954259,0.0014399878917667926,0.20650912549848172
143,1.796586777301804,1.8215849453275765,62.60179373976224,66.31090350330442,64.42966322906818,27,0.004862236628849271,0.7581487484242752,0.001310890466667093,0.20060864019815652
144,1.8215849453275765,1.8465831133533486,66.31090350330442,70.23977526432527,68.24707290167441,20,0.003601656762110571,0.7617504051863857,0.0009167152763404868,0.19490967863682698
145,1.8465831133533486,1.871581281379121,70.23977526432527,74.40142975788399,72.29066126090046,26,0.004682153790743742,0.7664325589771295,0.0011250702810602468,0.1894388993762101
146,1.871581281379121,1.8965794494048935,74.40142975788399,78.80965918791681,76.57382922586912,38,0.006843147848010085,0.7732757068251396,0.001552357461566863,0.1842224880575213
147,1.8965794494048935,1.921577617430666,78.80965918791681,83.47907293619518,81.11077171020378,30,0.005402485143165856,0.7786781919683055,0.0011569943111504669,0.17927468724259996
148,1.921577617430666,1.946575785456438,83.47907293619518,88.42514597950509,85.91652466561257,20,0.003601656762110571,0.782279848730416,0.0007281851138414132,0.17460764825128727
149,1.946575785456438,1.9715739534822105,88.42514597950509,93.66427017550883,91.00701491277019,15,0.002701242571582928,0.7849810913019989,0.0005155904824022611,0.17022019587839862
150,1.9715739534822105,1.996572121507983,93.66427017550883,99.21380858725517,96.39911292464204,16,0.002881325409688457,0.7878624167116873,0.0005192009129245319,0.16610761777473174
151,1.996572121507983,2.021570289533755,99.21380858725517,105.09215302637698,102.11068873718114,18,0.0032414910858995136,0.7911039077975869,0.0005514292535031814,0.162256562901666
152,2.021570289533755,2.0465684575595278,105.09215302637698,111.31878500568119,108.16067117269293,21,0.0037817396002160996,0.794885647397803,0.0006073491436117738,0.15864622260490682
153,2.0465684575595278,2.0715666255853,111.31878500568119,117.91434030313208,114.56911057213934,17,0.0030614082477939853,0.797947055645597,0.0004641623198849061,0.15525054504759206
154,2.0715666255853,2.0965647936110727,117.91434030313208,124.9006773512061,121.35724524428616,27,0.004862236628849271,0.8028092922744462,0.0006959636495335825,0.15203927304675757
155,2.0965647936110727,2.1215629616368448,124.9006773512061,132.3009496782613,128.54757185191275,20,0.003601656762110571,0.8064109490365569,0.00048669246251154924,0.14897553721049006
156,2.1215629616368448,2.146561129662617,132.3009496782613,140.13968264200778,136.16391996835205,30,0.005402485143165856,0.8118134341797226,0.0006892038762070251,0.1460268070342593
157,2.146561129662617,2.1715592976883897,140.13968264200778,148.44285470937666,144.23153105145113,14,0.0025211597334773997,0.8143345939132001,0.00030363814130571296,0.14316534711611856
158,2.1715592976883897,2.1965574657141618,148.44285470937666,157.23798355216087,152.77714209667874,21,0.0037817396002160996,0.8181163335134162,0.0004299811484079342,0.14036621769076602
159,2.1965574657141618,2.221555633739934,157.23798355216087,166.55421724376126,161.8290742466185,16,0.002881325409688457,0.8209976589231046,0.00030928007015177056,0.13761682540511327
160,2.221555633739934,2.246553801765706,166.55421724376126,176.4224308592693,171.41732665050867,23,0.004141905276427157,0.8251395641995318,0.0004197218906893232,0.13490846112465427
