days_since_trigger,merged_no_edge,merged_no_edge_low,merged_no_edge_high,merged_with_edge,merged_with_edge_low,merged_with_edge_high,merged_no_reply,merged_no_reply_low,merged_no_reply_high,merged_reply_off_target,merged_reply_off_target_low,merged_reply_off_target_high,merged_reply_on_target,merged_reply_on_target_low,merged_reply_on_target_high
5.5,0.7192752704627676,0.6653614993745747,0.7613049668453263,0.7374955685616418,0.6661245124293861,0.8033526468077444,0.7018663334399349,0.6483380275512339,0.7453480062390954,0.7716180578364173,0.6755021531931046,0.8438924257314112,0.7374955685616418,0.6661245124293861,0.8033526468077444
6.0,0.724496188179483,0.6702847233276908,0.7666215376100808,0.7374955685616418,0.6661245124293861,0.8033526468077444,0.7055871904328842,0.6536144337319356,0.7486366877257966,0.7913061562987951,0.6950532079814958,0.8552325883931348,0.7374955685616418,0.6661245124293861,0.8033526468077444
6.5,0.730969111805222,0.6759663487099757,0.7720683412658024,0.747723013942357,0.6795382196088235,0.8098515163859474,0.7103129177132552,0.6576052328681113,0.7505526127232224,0.8128951746127129,0.7179464276883517,0.8801781760970626,0.747723013942357,0.6795382196088235,0.8098515163859474
7.0,0.7375812380895791,0.6823363533646613,0.7779764990622505,0.7511788630664342,0.6839122465286591,0.8125273071382851,0.7166104629803584,0.6623074403946541,0.757726857408596,0.8234860137855782,0.7276422261365983,0.8856544418620846,0.7511788630664342,0.6839122465286591,0.8125273071382851
7.5,0.7404923812486488,0.6860363224026123,0.7796351954407884,0.7653972137483523,0.6982621092721542,0.822554672552999,0.7190534762305276,0.665345735884082,0.7595535643723181,0.8304081308920261,0.7370260231782951,0.8916695771787051,0.7653972137483523,0.6982621092721542,0.822554672552999
8.0,0.7446847498876044,0.691304442167617,0.7829436701366038,0.7653972137483523,0.6982621092721542,0.822554672552999,0.723973730587261,0.6709932779266556,0.7638190524712574,0.8304081308920261,0.7370260231782951,0.8916695771787051,0.7653972137483523,0.6982621092721542,0.822554672552999
8.5,0.7459528719908116,0.6918107270726108,0.786042309864015,0.7728449212484046,0.7096883044602198,0.8271409432677245,0.7249666308369471,0.6710065332083711,0.7646846991923961,0.8339412948317755,0.7415326803099389,0.894248122593913,0.7728449212484046,0.7096883044602198,0.8271409432677245
9.0,0.7463893790836109,0.691830734607532,0.7864250722406119,0.7840164824984831,0.7159029928291867,0.8397527773902876,0.7254807119008033,0.6723457384277266,0.7656188396089725,0.8339412948317755,0.7415326803099389,0.894248122593913,0.7840164824984831,0.7159029928291867,0.8397527773902876
9.5,0.7490357507801297,0.6951671165206421,0.7891335368401229,0.7840164824984831,0.7159029928291867,0.8397527773902876,0.7285943522195087,0.6764967956478974,0.7688908460235114,0.8339412948317755,0.7415326803099389,0.894248122593913,0.7840164824984831,0.7159029928291867,0.8397527773902876
10.0,0.7512645629401641,0.6985659591106145,0.7907064867339288,0.7840164824984831,0.7159029928291867,0.8397527773902876,0.7306861105839055,0.6794427584944648,0.770686430393224,0.8377153563128715,0.7490547312032309,0.897736260503548,0.7840164824984831,0.7159029928291867,0.8397527773902876
10.5,0.7535176013193293,0.7012457130498142,0.7927221221661751,0.7877403362485093,0.7207222921200336,0.8472226108056248,0.7333316301263033,0.6834860472204201,0.7731222385553206,0.8377153563128715,0.7490547312032309,0.897736260503548,0.7877403362485093,0.7207222921200336,0.8472226108056248
11.0,0.7562311690112266,0.7053729610989954,0.7950008779108179,0.7951880437485616,0.7289850433587258,0.851343174517099,0.7365189014793754,0.6860198635653577,0.7751045783754765,0.8377153563128715,0.7490547312032309,0.897736260503548,0.7951880437485616,0.7289850433587258,0.851343174517099
11.5,0.75940878878203,0.7084124700099447,0.7975619239290935,0.7951880437485616,0.7289850433587258,0.851343174517099,0.7391857142174385,0.6878432899019569,0.777513489889984,0.8452634792750635,0.7598429928644914,0.9050757363895862,0.7951880437485616,0.7289850433587258,0.851343174517099
12.0,0.7621479676573768,0.7112748307318653,0.8001138151322809,0.7951880437485616,0.7289850433587258,0.851343174517099,0.7418689887625265,0.6906855522259432,0.7795003096655017,0.8490375407561596,0.7679566485795194,0.9067724902836504,0.7951880437485616,0.7289850433587258,0.851343174517099
12.5,0.764439413055668,0.7126978497449965,0.8005621820584072,0.7951880437485616,0.7289850433587258,0.851343174517099,0.7440245713198332,0.6940964617903722,0.781772562230638,0.8528116022372556,0.7679566485795194,0.9097665614868171,0.7951880437485616,0.7289850433587258,0.851343174517099
13.0,0.7653649949297125,0.7135286348172176,0.802277670979192,0.7991267352149354,0.7375077059928692,0.8547882660118182,0.7440245713198332,0.6940964617903722,0.781772562230638,0.8603597251994477,0.7826996845382121,0.9161418044978868,0.7991267352149354,0.7375077059928692,0.8547882660118182
13.5,0.7677019969722453,0.7172540499884785,0.8041395438805227,0.7991267352149354,0.7375077059928692,0.8547882660118182,0.745676025698415,0.6947046722458521,0.7835228203763065,0.8679078481616397,0.7984893487571328,0.9213554236048275,0.7991267352149354,0.7375077059928692,0.8547882660118182
14.0,0.7695829524623485,0.7185350684178712,0.806167476753329,0.803226189598304,0.7383358022155219,0.8590063036637684,0.7478923566291478,0.6970008074605556,0.7865817789689318,0.8679078481616397,0.7984893487571328,0.9213554236048275,0.803226189598304,0.7383358022155219,0.8590063036637684
14.5,0.7695829524623485,0.7185350684178712,0.806167476753329,0.803226189598304,0.7383358022155219,0.8590063036637684,0.7478923566291478,0.6970008074605556,0.7865817789689318,0.8679078481616397,0.7984893487571328,0.9213554236048275,0.803226189598304,0.7383358022155219,0.8590063036637684
15.0,0.7705331258542564,0.7195702417049978,0.8072448507597949,0.803226189598304,0.7383358022155219,0.8590063036637684,0.7484501169020921,0.6975907519358413,0.7870832414833326,0.87191064064159,0.8026534437469731,0.9220507258039344,0.803226189598304,0.7383358022155219,0.8590063036637684
15.5,0.7724533507425053,0.7220245530666114,0.8082723523215328,0.803226189598304,0.7383358022155219,0.8590063036637684,0.750706169665302,0.7010393726614683,0.7897098964291146,0.87191064064159,0.8026534437469731,0.9220507258039344,0.803226189598304,0.7383358022155219,0.8590063036637684
16.0,0.77582798325268,0.7258535100167565,0.8117346587462023,0.8074128664153615,0.7418803506744207,0.8638472232008327,0.7540979224589713,0.7051655633947106,0.7933309015681544,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8074128664153615,0.7418803506744207,0.8638472232008327
16.5,0.77582798325268,0.7258535100167565,0.8117346587462023,0.8074128664153615,0.7418803506744207,0.8638472232008327,0.7540979224589713,0.7051655633947106,0.7933309015681544,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8074128664153615,0.7418803506744207,0.8638472232008327
