days_since_trigger,merged_no_edge,merged_no_edge_low,merged_no_edge_high,merged_with_edge,merged_with_edge_low,merged_with_edge_high,merged_no_reply,merged_no_reply_low,merged_no_reply_high,merged_reply_off_target,merged_reply_off_target_low,merged_reply_off_target_high,merged_reply_on_target,merged_reply_on_target_low,merged_reply_on_target_high
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,0.43578680203045683,0.3730462871037255,0.49679032261142725,0.0,0.0,0.0,0.43578680203045683,0.3730462871037255,0.49679032261142725,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.48771763237957555,0.42431553956674634,0.5482653310187213,0.17801047120418845,0.11764066496163686,0.24366464225284032,0.4840461398590802,0.4211198688251068,0.5445751492943847,0.19999999999999996,0.13157894736842102,0.2727272727272727,0.17801047120418845,0.11764066496163686,0.24366464225284032
0.375,0.5149267691213197,0.45421978607699887,0.573553671199056,0.23672400897531787,0.17188046620578898,0.3057694646282539,0.5101619095482377,0.4496604317699354,0.5686825612410932,0.27422680412371125,0.18423704610363106,0.3561340311713559,0.23672400897531787,0.17188046620578898,0.3057694646282539
0.5,0.5358241798510801,0.4760791661846881,0.5932441689775126,0.3035106581899776,0.22762828965876408,0.3794514427043754,0.5309264151198552,0.47051623162892764,0.5885736971074096,0.3132468684181353,0.22570845874634268,0.39470195292622684,0.3035106581899776,0.22762828965876408,0.3794514427043754
0.625,0.5575924252097881,0.49839426939635045,0.6132152046715942,0.3406567564198455,0.2564196401638755,0.4248686062814111,0.5527035970265973,0.4934078571624525,0.6085922216672999,0.3501690797935043,0.2644037900543258,0.43384642183811795,0.3406567564198455,0.2564196401638755,0.4248686062814111
0.75,0.5757691120683734,0.515845995712843,0.6315842013909879,0.4074820851610773,0.3174063198417312,0.48992065022289577,0.5699887103907115,0.5105323229376689,0.6254414622087902,0.3980513581245093,0.29910856105125844,0.48999352747450875,0.4074820851610773,0.3174063198417312,0.48992065022289577
0.875,0.5932938486703815,0.5339342373867239,0.6483506667858497,0.4498047933638575,0.36129596417627163,0.5290039572676316,0.5880109773483514,0.5296321115426104,0.6430896101030598,0.41811631285369233,0.31670423839125206,0.5091693644291515,0.4498047933638575,0.36129596417627163,0.5290039572676316
1.0,0.6120391527645861,0.5536672127096857,0.6660538813793627,0.5035832722079918,0.4058992113454595,0.5895739476380073,0.6035020596682881,0.5456761105619057,0.6571911300868418,0.5012425538745934,0.38959667244853075,0.6011564781454526,0.5035832722079918,0.4058992113454595,0.5895739476380073
1.125,0.6253114975384292,0.5689384795043612,0.6776970321973699,0.5276034364559921,0.4326719633507153,0.6112157491121387,0.6163778285042749,0.5598337194127325,0.6687416959502313,0.5280574703329486,0.4141944987509042,0.6269333113600373,0.5276034364559921,0.4326719633507153,0.6112157491121387
1.25,0.6284137942469427,0.5723204735160727,0.6804155357600509,0.53534764241573,0.43754487082027843,0.6222490860778495,0.6182902022405447,0.5621327174607015,0.6702909648712656,0.5505309241266176,0.43695214182573666,0.6517083472012559,0.53534764241573,0.43754487082027843,0.6222490860778495
1.375,0.6339702234918482,0.5782942294823238,0.6852491909152248,0.5468679488021169,0.44986522080441693,0.634729342835073,0.6233126995794849,0.567839618560792,0.675002496008188,0.5669749147073513,0.4584143863433043,0.6643160178501313,0.5468679488021169,0.44986522080441693,0.634729342835073
1.5,0.6360598321113048,0.5807584045883454,0.6873732518086547,0.5583882551885038,0.46413729119125646,0.6429515402651618,0.6248660492719407,0.5694831301969289,0.6767874346273034,0.5776668921219845,0.4687274548849125,0.6723290954450154,0.5583882551885038,0.46413729119125646,0.6429515402651618
1.625,0.6392184256609657,0.5836291400418014,0.6905309409916262,0.5583882551885038,0.46413729119125646,0.6429515402651618,0.6284013430484354,0.5731531553284623,0.6800289447237986,0.5776668921219845,0.4687274548849125,0.6723290954450154,0.5583882551885038,0.46413729119125646,0.6429515402651618
1.75,0.6452079635162035,0.5895885116785835,0.6967957258186165,0.5736162463889001,0.48041414988220654,0.6580115468610817,0.6335241241092735,0.5785033357598244,0.684660655100686,0.5985228480665779,0.4876659190429796,0.6955593907896356,0.5736162463889001,0.48041414988220654,0.6580115468610817
