prior_merged,prior_outcome,n,repositories,switch_rate,std_error,ci_low,ci_high
False,Prior closed-unmerged,49733,14115,0.3123680453622339,0.011583606311938836,0.2896641769908338,0.335071913733634
True,Prior merged,416734,28302,0.14163471183056867,0.002925442264631229,0.13590084499189145,0.14736857866924588
