estimate,std_error,p_value,ci_low,ci_high,n,repositories,definition,changed_agent_n,same_agent_n
0.0772809236455724,0.05419971722342635,0.15391027650305011,-0.0289485700845985,0.1835104173757433,2034,526,all exact-file successors,1117,917
0.0772809236455724,0.05419971722342635,0.15391027650305011,-0.0289485700845985,0.1835104173757433,2034,526,unambiguous earliest successor,1117,917
0.04814614363772562,0.038693254721070235,0.21338796552701011,-0.027691242060206463,0.1239835293356577,1047,458,successor linked to one failed PR,589,458
0.07064564898394758,0.06021676100701614,0.24071997324565508,-0.047377033855459924,0.18866833182335507,1906,497,non-generic shared path,1046,860
0.06598540689449653,0.061863410732445584,0.2861386770386777,-0.055264650101905455,0.1872354638908985,807,328,at least two shared paths,444,363
0.07111942488262893,0.06739130888143526,0.2912788017452702,-0.060965113395998444,0.2032039631612563,1279,332,successor starts within 7 days,639,640
0.079410957651149,0.060002078456088875,0.1856790883928069,-0.03819095512033188,0.19701287042262988,1621,410,successor starts within 14 days,841,780
0.05868990386900176,0.04151902493240854,0.1574892152905486,-0.022685889671739526,0.14006569740974306,1466,526,nearest failed PR per successor,839,627
