model,term,estimate,std_error,ci_low,ci_high,p_value,n,repositories
first_mediator_other_vs_author,const,0.6705539358600587,0.033837311477397006,0.6042340240306968,0.7368738476894207,2.1240725815091236e-87,3603,834
first_mediator_other_vs_author,other_user,0.06768003993554506,0.044925498724066835,-0.02037231955112609,0.1557323994222162,0.13194014551884112,3603,834
all_responders_first_position,const,0.6874757283877737,0.04001222512806735,0.6090532081954532,0.7658982485800943,3.644477142756143e-66,4814,834
all_responders_first_position,is_first,0.050011966963083895,0.024206694950065066,0.002567716676208767,0.09745621724995902,0.03882483180999617,4814,834
all_responders_first_position,is_author,-0.06572023786380614,0.040406169978089185,-0.14491487577406453,0.013474400046452242,0.1038454249895315,4814,834
