days_since_trigger,merged_no_edge,merged_no_edge_low,merged_no_edge_high,merged_with_edge,merged_with_edge_low,merged_with_edge_high,merged_no_reply,merged_no_reply_low,merged_no_reply_high,merged_reply_off_target,merged_reply_off_target_low,merged_reply_off_target_high,merged_reply_on_target,merged_reply_on_target_low,merged_reply_on_target_high
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,0.43578680203045683,0.37637390715878305,0.4993631205212945,0.0,0.0,0.0,0.43578680203045683,0.37637390715878305,0.4993631205212945,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.48771763237957555,0.42457166609877695,0.5500298153203688,0.17801047120418845,0.11444448680799144,0.24822080291970802,0.4840461398590802,0.421515734223543,0.5461751439955956,0.19999999999999996,0.13205641318848862,0.26923913043478254,0.17801047120418845,0.11444448680799144,0.24822080291970802
0.375,0.5149267691213197,0.45519183223846227,0.5754093524043102,0.23672400897531787,0.16862959535158994,0.30909948542024024,0.5101619095482377,0.45005483286643055,0.5702689558418231,0.27422680412371125,0.1842205679924653,0.348656893466172,0.23672400897531787,0.16862959535158994,0.30909948542024024
0.5,0.5358241798510801,0.47666687123758633,0.5959717476912065,0.3035106581899776,0.22596332216721549,0.3873632132555795,0.5309264151198552,0.47177446260940586,0.5916917344034338,0.3132468684181353,0.222523718427888,0.3907714704548018,0.3035106581899776,0.22596332216721549,0.3873632132555795
0.625,0.5575924252097881,0.5005627829169689,0.6155239103413873,0.3406567564198455,0.257806305952317,0.4334775858568569,0.5527035970265973,0.4964471924692345,0.6109742744482547,0.3501690797935043,0.2645631414040446,0.43010076266716524,0.3406567564198455,0.257806305952317,0.4334775858568569
0.75,0.5757691120683734,0.5181248031707121,0.6327942045947967,0.4074820851610773,0.3181169693616661,0.4978230058823368,0.5699887103907115,0.5135099400663485,0.6266044782839875,0.3980513581245093,0.29850252324707566,0.48393324387049624,0.4074820851610773,0.3181169693616661,0.4978230058823368
0.875,0.5932938486703815,0.5363228021057909,0.6487604022243307,0.4498047933638575,0.3607250281649993,0.5360913385267134,0.5880109773483514,0.5315791767918394,0.645392127643019,0.41811631285369233,0.3160964987480558,0.5039772142228861,0.4498047933638575,0.3607250281649993,0.5360913385267134
1.0,0.6120391527645861,0.5561456918373885,0.6660264262947049,0.5035832722079918,0.4020195983060679,0.5944982428486589,0.6035020596682881,0.5469175010734807,0.6578285198783678,0.5012425538745934,0.3881776309296573,0.5995785619027217,0.5035832722079918,0.4020195983060679,0.5944982428486589
1.125,0.6253114975384292,0.5703988386819091,0.6780198204330098,0.5276034364559921,0.43011839611598796,0.6166890276441417,0.6163778285042749,0.5608254717738467,0.6680775755980272,0.5280574703329486,0.4131176482903197,0.6252140377929584,0.5276034364559921,0.43011839611598796,0.6166890276441417
1.25,0.6284137942469427,0.5737283956067357,0.6810626240376643,0.53534764241573,0.4339361339511694,0.6249529108841277,0.6182902022405447,0.5633073465883929,0.6699511616354508,0.5505309241266176,0.4336874809931623,0.6498656721718628,0.53534764241573,0.4339361339511694,0.6249529108841277
1.375,0.6339702234918482,0.5796274347780688,0.6850992698069082,0.5468679488021169,0.4461616631392441,0.6373838094264768,0.6233126995794849,0.568249491688636,0.6740966287934768,0.5669749147073513,0.4569979954541922,0.6603706436589802,0.5468679488021169,0.4461616631392441,0.6373838094264768
