relative_path,is_parquet,remote_bytes,local_bytes,bytes_match,hub_blob_oid,hub_lfs_sha256,local_sha256,sha256_match
train-00182.parquet,True,6424861,6424861,True,738c3c631ff691b1da1bbfef09ee31b3d17d712f,d3e4b48619d38622cc142f9952cd2e8141ba6a36e47385060e9c093c0c8533d4,d3e4b48619d38622cc142f9952cd2e8141ba6a36e47385060e9c093c0c8533d4,True
train-00183.parquet,True,7035951,7035951,True,483a5b4f1f01a4f23dd60469e2b322a42b241a71,db51514e547b9c3404bc06aa6cb95c636b42e0b9d2a223bb5594d75b69fd8900,db51514e547b9c3404bc06aa6cb95c636b42e0b9d2a223bb5594d75b69fd8900,True
train-00184.parquet,True,6842097,6842097,True,a612c1fe5fc14949c3e7318aec6e51b50f66e4c0,2e6e0dc92f98d094fa580e7d824cacbc75257c2af09621a87c29af221a039886,2e6e0dc92f98d094fa580e7d824cacbc75257c2af09621a87c29af221a039886,True
train-00185.parquet,True,7599873,7599873,True,017077de3eaff55e6c58aff005cc1967528bc518,6b494d70d6d70e3eb48a71dd1ae84953325c997b59ce2c14a4c4c56df8c64465,6b494d70d6d70e3eb48a71dd1ae84953325c997b59ce2c14a4c4c56df8c64465,True
train-00186.parquet,True,8157812,8157812,True,6ede83c2d8bba45ef3e5a2555fdeef9afd299036,4c7fae7c6545ac999424e68e3f31070b1705bef579f36f8d25a02bffe22826b1,4c7fae7c6545ac999424e68e3f31070b1705bef579f36f8d25a02bffe22826b1,True
train-00187.parquet,True,7426675,7426675,True,1f735bd136b9978537a59ea0d63fa3e766b0c60d,71b700f43ee87f50b6407c077192eea5f31ca640ca7a5cc8869a911e41d9962d,71b700f43ee87f50b6407c077192eea5f31ca640ca7a5cc8869a911e41d9962d,True
train-00188.parquet,True,7281798,7281798,True,b03304a32b123efa7ec4d4e43bd324b27bde4b94,395ab1d38cbfef561ffa0754935ce8a86d744c445f2ab51e832ec685ae3b6ff6,395ab1d38cbfef561ffa0754935ce8a86d744c445f2ab51e832ec685ae3b6ff6,True
train-00189.parquet,True,7170018,7170018,True,2d5204d01fc1380d1e60adf732705bb8cf9a920c,0457343cb4cc550dcb1182e3017de87b520f624fb90c22d8c9876de893e0d12b,0457343cb4cc550dcb1182e3017de87b520f624fb90c22d8c9876de893e0d12b,True
train-00190.parquet,True,6809167,6809167,True,2b62894e095dbfebfad09f5d66ccbafcab8a70da,59607aa77963ce0a6670b87e15c4c67da959a901c8b55dd330ee6211471b36c1,59607aa77963ce0a6670b87e15c4c67da959a901c8b55dd330ee6211471b36c1,True
train-00191.parquet,True,6918895,6918895,True,a301ea5676c1c1640bcdfc2f17eebae967418ce4,c9f91cb758611325e4f74fbb45fdd91cdfd17ca8533e7137ee284bc392ffac51,c9f91cb758611325e4f74fbb45fdd91cdfd17ca8533e7137ee284bc392ffac51,True
train-00192.parquet,True,6780201,6780201,True,4a25e1d0b07920c55944a2ba050b999ba0692c27,488332836ce096d7bf0f590cb579e1ce066dfa2a98a70dc17fb760129eef9361,488332836ce096d7bf0f590cb579e1ce066dfa2a98a70dc17fb760129eef9361,True
train-00193.parquet,True,6166891,6166891,True,0acbe1c4583758e2aee9d59f40e651c88165c572,a2a0b7a0a0deaa0bb963e2ab7c78ad61c8082c411baf3ad815d7acbee0caeeef,a2a0b7a0a0deaa0bb963e2ab7c78ad61c8082c411baf3ad815d7acbee0caeeef,True
train-00194.parquet,True,6220121,6220121,True,fd7ca72c3cdb7bf04e2c0edac83631c9bcf9d547,2e6cecfe2bb7e0e3358b2bbddafd003bca079cc9cf550d6c8b0060c9fe38e2e3,2e6cecfe2bb7e0e3358b2bbddafd003bca079cc9cf550d6c8b0060c9fe38e2e3,True
train-00195.parquet,True,6827286,6827286,True,66eab371304ba1e247c73540e9ef9771849bdd6d,c62c481a37448a7306942f7b25e3eb62a98e667108b9e7b3ff6bc7b0ca4552d6,c62c481a37448a7306942f7b25e3eb62a98e667108b9e7b3ff6bc7b0ca4552d6,True
train-00196.parquet,True,7959191,7959191,True,329faf4a13a003576c2501d1ef94661af9cf8086,98ef62be16916339e5dd435abe99b29ba4fb132592aaeda761dc2c9e55fe16fa,98ef62be16916339e5dd435abe99b29ba4fb132592aaeda761dc2c9e55fe16fa,True
train-00197.parquet,True,6009211,6009211,True,0f62b309c6f114169a42847958ad1aa2eac0409a,24e3b76a67ddebb0826c612b5448d411fa9e84a39b66f77634712367f6e69268,24e3b76a67ddebb0826c612b5448d411fa9e84a39b66f77634712367f6e69268,True
train-00198.parquet,True,6453025,6453025,True,ea2b44ea749458df184d4069aebefa37f8b260ec,e0c1c479c807e520f5cf4b8dbc6ac422dbd2453cf3c0dcd8a980cab8815f98ea,e0c1c479c807e520f5cf4b8dbc6ac422dbd2453cf3c0dcd8a980cab8815f98ea,True
train-00199.parquet,True,7640580,7640580,True,a9a95271c1e40180597c23f9ecc040fb6720cebd,19401bbd91a398a8a31dbbc3e90b0b60281586ab42a335cf28ffb5ff22c82aaa,19401bbd91a398a8a31dbbc3e90b0b60281586ab42a335cf28ffb5ff22c82aaa,True
train-00200.parquet,True,7882813,7882813,True,34c2fd8895009d280ac7090c4b530cd3afdbebdf,cf8787e6251531e5663c35fbc1173b3ead848593f39f93656501330a21e52f54,cf8787e6251531e5663c35fbc1173b3ead848593f39f93656501330a21e52f54,True
train-00201.parquet,True,7374303,7374303,True,9dd8bef363924b23111e4638cae7400682c86e14,5c6b0b9de06d019a744fb24854cb46919100607554f45fdfa2b8a2686bc965fd,5c6b0b9de06d019a744fb24854cb46919100607554f45fdfa2b8a2686bc965fd,True
train-00202.parquet,True,6554210,6554210,True,20a74aeb71a02beaebf31a9cbfae2042d7141842,3f69f76e3eba8dca0da0095de4b5b0859ae9609d923481e647eec25e980e52a6,3f69f76e3eba8dca0da0095de4b5b0859ae9609d923481e647eec25e980e52a6,True
train-00203.parquet,True,7661091,7661091,True,3359e2caf230f68bf47b96220b524357016c6335,b12f4d3dd2b3cf20b7613f6ee9835361e89062772fe6cc947db97b86530cf65d,b12f4d3dd2b3cf20b7613f6ee9835361e89062772fe6cc947db97b86530cf65d,True
train-00204.parquet,True,7545614,7545614,True,045d563a946dfc86469a77af79fb5568f272679a,f6daf552faa4632c1d069518ce654254c8b7d410692e5627ed97d214c2ea263e,f6daf552faa4632c1d069518ce654254c8b7d410692e5627ed97d214c2ea263e,True
train-00205.parquet,True,7827225,7827225,True,f93b2d6cfc7f100b76a017682177e6ccd2284599,d3c922f5abdfdb9135252d13cc7a81f443aaa513f91ec6b366163a4447138e31,d3c922f5abdfdb9135252d13cc7a81f443aaa513f91ec6b366163a4447138e31,True
train-00206.parquet,True,7549190,7549190,True,a1008b9828eda46cee2916fd90eb3b3c0efa3058,5d10aa5d8c84c26be31beb00c9ec5da0c2e91b4346f2ba3d8b7969710e54fee7,5d10aa5d8c84c26be31beb00c9ec5da0c2e91b4346f2ba3d8b7969710e54fee7,True
train-00207.parquet,True,7485540,7485540,True,2306a67e4ee21b3dadd38cdafa3b4f02c378c08f,05b234fd88edfa45023a3a97320824451b7288e1f218f494220b6a6b28fce915,05b234fd88edfa45023a3a97320824451b7288e1f218f494220b6a6b28fce915,True
train-00208.parquet,True,6918067,6918067,True,ad24f4fb790d210d075aa5b887967586a13689c0,a9856a9794436005a993d9c2b20d1e85c32fd3affa80990f3577e2b3720b2a01,a9856a9794436005a993d9c2b20d1e85c32fd3affa80990f3577e2b3720b2a01,True
train-00209.parquet,True,6733465,6733465,True,59018afc3de8dde0b9b674ff220bef9c41e9f9d1,9c7a948a8d5210e1d50a9f3845eae9dd78c6887cbad98ebd031d43bc60a05659,9c7a948a8d5210e1d50a9f3845eae9dd78c6887cbad98ebd031d43bc60a05659,True
train-00210.parquet,True,6119517,6119517,True,86571d812f46e08fdf8dcda3d298a1d483808576,87c3941e122d29c164ffd929b8e3d32e19e46a69dce29e6729f4b9b02f76bdf9,87c3941e122d29c164ffd929b8e3d32e19e46a69dce29e6729f4b9b02f76bdf9,True
train-00211.parquet,True,6588099,6588099,True,3388a44d0fd647092dca53460f69ea0035b2a202,d4b8beffaccfec3487304a3b02a2193654383720b2601fe40e6d9b5af205d524,d4b8beffaccfec3487304a3b02a2193654383720b2601fe40e6d9b5af205d524,True
train-00212.parquet,True,8869775,8869775,True,ee6abf8ea70998febd68137694c5359eb05e4cbe,193ff67316b01e92e39e2e524f258780df9628eec43c857d9a2bbf6e7f57d3db,193ff67316b01e92e39e2e524f258780df9628eec43c857d9a2bbf6e7f57d3db,True
train-00213.parquet,True,6572322,6572322,True,49b533f4e1ca4ef06d6ffd160b22d331b3902cf1,01adcd14c0255aabf3bc499f54ab80c6104f993fc1d438b7e000f7f5cf91cc7d,01adcd14c0255aabf3bc499f54ab80c6104f993fc1d438b7e000f7f5cf91cc7d,True
train-00214.parquet,True,6997987,6997987,True,3bb161fd2c25cd6dd5efe7f265dd86d505bd41eb,9417b68d2823a562eaddaa401002fb8d12cc9df3bd39b9d2c16c37a1ed2a74d4,9417b68d2823a562eaddaa401002fb8d12cc9df3bd39b9d2c16c37a1ed2a74d4,True
train-00215.parquet,True,6974800,6974800,True,bed27fb0b84ebd87e498a276211816bac787049d,72cd7dee4e40d2070f37b6b67caf075d48d9b3ef81ab755f8c947d320179bbb4,72cd7dee4e40d2070f37b6b67caf075d48d9b3ef81ab755f8c947d320179bbb4,True
train-00216.parquet,True,7287187,7287187,True,d802830a34b3a798204ad47d6b1d85b2b8a3c648,5a5d2853dfdd3e28ec4102b77a5f560de53661cb3292eabaccab629946dc3659,5a5d2853dfdd3e28ec4102b77a5f560de53661cb3292eabaccab629946dc3659,True
train-00217.parquet,True,7187049,7187049,True,802fb592252e6f2ba8467dd147b18befdb935dbb,69d84092941a7be00f6030aaad05811552e2416928f8f996e25e65c215549b5e,69d84092941a7be00f6030aaad05811552e2416928f8f996e25e65c215549b5e,True
train-00218.parquet,True,7798916,7798916,True,31b84912f9cd268f0ce1bb1a1146e95c1b10cc57,ca8eec7870ef5dee416efe19d81a9067bab265e42ea745b1c80a88ed0b4591b7,ca8eec7870ef5dee416efe19d81a9067bab265e42ea745b1c80a88ed0b4591b7,True
train-00219.parquet,True,6295267,6295267,True,b9cde7ce992b110f8bc8f6f2a757ef185d952bd8,8f98c443f31859c54654b569034b01bb34b3943034a150f2c92a09e7e9002695,8f98c443f31859c54654b569034b01bb34b3943034a150f2c92a09e7e9002695,True
train-00220.parquet,True,8792551,8792551,True,db519db9d1cf72112f558992a771d57dc4b121fc,3131cfe8dff3bab972f682e6446bd65332c8b301351c9ee890b4e337545a37d2,3131cfe8dff3bab972f682e6446bd65332c8b301351c9ee890b4e337545a37d2,True
train-00221.parquet,True,8246934,8246934,True,9a2043138d64dcbe6aa352e0ac5cb0617e20c1f4,ea281c4ffc282c3b7dee08c13eb50b6f957e38589310a84ed9a994a4f3a7cb0c,ea281c4ffc282c3b7dee08c13eb50b6f957e38589310a84ed9a994a4f3a7cb0c,True
train-00222.parquet,True,7323614,7323614,True,3007cfa1fa87089f8e362874338070331902b1f3,a038d2a0504a28da0274b6bf44e0fdcdde1b460199fe5fd3c356e0f5185fdc7c,a038d2a0504a28da0274b6bf44e0fdcdde1b460199fe5fd3c356e0f5185fdc7c,True
train-00223.parquet,True,6888325,6888325,True,52570edeb85d548fc931e3c4c4d4a3285ba991ae,f62cd8f7ad633856e5962d2763b20da6ba3c356ec7f69dbd2cc36c8a6fbfb2df,f62cd8f7ad633856e5962d2763b20da6ba3c356ec7f69dbd2cc36c8a6fbfb2df,True
train-00224.parquet,True,7822931,7822931,True,db4d7409be8eff51085dfc26f0bbf15faa206619,8d116067da2dbc3a8fff6bf38c9fa56a5a713016c3717c8d5184741c95b9f60a,8d116067da2dbc3a8fff6bf38c9fa56a5a713016c3717c8d5184741c95b9f60a,True
train-00225.parquet,True,8049208,8049208,True,3ce7ec7f9d0f471ef08ba561e5c935e4a79d0efb,d1fb38f773966aeabcb79c9c3f80efcb83f4bc17a20f694e27763929696f519b,d1fb38f773966aeabcb79c9c3f80efcb83f4bc17a20f694e27763929696f519b,True
train-00226.parquet,True,7977247,7977247,True,d5114fdeabd0e15bf029009ca3fa406dce26070f,591175d7a4cec33d5f89bc60791abc2fe5dfabbd05efa66b4848c24443379a8b,591175d7a4cec33d5f89bc60791abc2fe5dfabbd05efa66b4848c24443379a8b,True
train-00227.parquet,True,7032278,7032278,True,fb15100d187f85771c2a06fb4592ad62cdcb88da,0f13145c0dcbab0ab13610c67dc16a39d1113b92fbdc65b3eef704cfa2293889,0f13145c0dcbab0ab13610c67dc16a39d1113b92fbdc65b3eef704cfa2293889,True
train-00228.parquet,True,7680845,7680845,True,329605f0f48cf672b74d6f16ad957300bc9ecc08,48b99a05f597bd247af8272edc4df38a9efc85b16183c7da53ab0ecba7961c21,48b99a05f597bd247af8272edc4df38a9efc85b16183c7da53ab0ecba7961c21,True
train-00229.parquet,True,7169543,7169543,True,ef778d8acbf22f5fc29c64c69ef98668ee0c519e,7a712c37b7b06de38b612f2bf71b2fd0f212c61882121ea18ca8f7c927ff4d25,7a712c37b7b06de38b612f2bf71b2fd0f212c61882121ea18ca8f7c927ff4d25,True
train-00230.parquet,True,6480756,6480756,True,bc1c013b1bffc0cca6cf85772b1ca4555371b94f,8bfc0eb82e74c9a7d0a499684559a6298c03b1bcae56ae6e62066fb70d18ca8f,8bfc0eb82e74c9a7d0a499684559a6298c03b1bcae56ae6e62066fb70d18ca8f,True
train-00231.parquet,True,4911044,4911044,True,0324326d927518f54788999d0f84863e488fbdcb,629a4c29b3105b8349f89c985c02bf4ad472c56c5b2cd04482317abccf2924c8,629a4c29b3105b8349f89c985c02bf4ad472c56c5b2cd04482317abccf2924c8,True
train-00232.parquet,True,5465555,5465555,True,7c357fa45eafe9ad953e3a71e496c0bf9869b891,e47ce7c695bc99d54e7ff33aff7cb73ac68a00c3978d6c8799bcb6e5a0123c9d,e47ce7c695bc99d54e7ff33aff7cb73ac68a00c3978d6c8799bcb6e5a0123c9d,True
train-00233.parquet,True,5420920,5420920,True,19b7b8d6a72bc62091fa204a25f1034cdf8bc146,b0fa44e0a8827ea8dcf9d81ddfa98d5bcb37e18f204d22bb1c8667b56824628b,b0fa44e0a8827ea8dcf9d81ddfa98d5bcb37e18f204d22bb1c8667b56824628b,True
train-00234.parquet,True,6824705,6824705,True,6f1304b92ed5c6dc342bace0d373d1434ae181a5,e84ca8677a2cca596f5db7dc437d6ea7bf363d9f6f79b71958eaa8f3be40ea4c,e84ca8677a2cca596f5db7dc437d6ea7bf363d9f6f79b71958eaa8f3be40ea4c,True
train-00235.parquet,True,6925289,6925289,True,087d0ee582d7b52a57b9ad031f39817735968c93,fdee3c50a96ad11203746b884d38e4c4302480fb73bbd2d68cb9b6f49a1757df,fdee3c50a96ad11203746b884d38e4c4302480fb73bbd2d68cb9b6f49a1757df,True
train-00236.parquet,True,5383444,5383444,True,9fee2160bff75db496e3f3d6ca09c9f515729d1f,f45533a8278e9d0ce6e68e0c6e585144c9ca4412d285b05112b6e8abf1a9fda5,f45533a8278e9d0ce6e68e0c6e585144c9ca4412d285b05112b6e8abf1a9fda5,True
train-00237.parquet,True,6107880,6107880,True,89e0299b1661fc8b32702ee3783634c1fbc506eb,d3c7234d3ad75d03b3d032c86d9a7969a2c5c7d6a76d7a56ed783eb05573315d,d3c7234d3ad75d03b3d032c86d9a7969a2c5c7d6a76d7a56ed783eb05573315d,True
train-00238.parquet,True,4580935,4580935,True,0a59babb9692fafe113f513d2ac4f1b69acf0705,0b8665e2ff7a16e06c5eeeb93436824005e1f52e3e3a4a4de0f6de8b2366e301,0b8665e2ff7a16e06c5eeeb93436824005e1f52e3e3a4a4de0f6de8b2366e301,True
train-00239.parquet,True,2591591,2591591,True,1c2f64246a5cd6a825a77d221b70600667994521,347cea2cf20e0f22b8098edd38dcfd7b3ba93f2cd0d5c300c771952d1c2e89fb,347cea2cf20e0f22b8098edd38dcfd7b3ba93f2cd0d5c300c771952d1c2e89fb,True
train-00240.parquet,True,2753530,2753530,True,2cc265429e9b37971e27d44395b45c5023b1d54f,d037ea02c0fde4d00f4f33feb3cb8cfd4554e679747d1daf47caa720c5258bac,d037ea02c0fde4d00f4f33feb3cb8cfd4554e679747d1daf47caa720c5258bac,True
train-00241.parquet,True,2792620,2792620,True,bad9f9bf0d1294dbe32710920b24d3b799adc5b4,48f7b3194ba846e6a476faf65b39990030ccab3d382e444fe856a6de7a87aab9,48f7b3194ba846e6a476faf65b39990030ccab3d382e444fe856a6de7a87aab9,True
train-00242.parquet,True,2673197,2673197,True,20cbf2a9425310c33a5d1a19691190b6c9ae4fe5,0a0ac034904bcf940b6f4a26569160ef1da2ac5c7e7e19d0d642defeb8c58f9f,0a0ac034904bcf940b6f4a26569160ef1da2ac5c7e7e19d0d642defeb8c58f9f,True
train-00243.parquet,True,3047706,3047706,True,a8b4db59688db2e8617e741b4a7b229933edfa5b,6694fc9a26ac0b1ec83f7af6d7552d1b04fda87833b52e77d3208ffc533258f0,6694fc9a26ac0b1ec83f7af6d7552d1b04fda87833b52e77d3208ffc533258f0,True
train-00244.parquet,True,2779625,2779625,True,ebbd57994bdbfe186626ada855916c5ea1a801f4,f72e45428540eeedbbc2c9bf41e6d9370d438e2578717bac73eef4f9029cac5c,f72e45428540eeedbbc2c9bf41e6d9370d438e2578717bac73eef4f9029cac5c,True
train-00245.parquet,True,2353378,2353378,True,43e30dcd61d0b7ff375ce001a3e5178adb9f9850,814bca89e82b9fd9d9e222fcb9594da41deb0e07f5122fdf79cf1e3d7e105c1f,814bca89e82b9fd9d9e222fcb9594da41deb0e07f5122fdf79cf1e3d7e105c1f,True
train-00246.parquet,True,2151780,2151780,True,323d29a1c4de27eed6fe57b6442ddf64b71d678f,df38c6bec50a6708a67df97e327a43092f7c0923b284c5002c9ca463a5bbcf4d,df38c6bec50a6708a67df97e327a43092f7c0923b284c5002c9ca463a5bbcf4d,True
train-00247.parquet,True,1471412,1471412,True,dbf99945d1fc3ee4665470f9555b98c8d1423728,2f0c44977603438c046d2b2442b8263ceb60c4d3970ec8100efecd5da4edc6f2,2f0c44977603438c046d2b2442b8263ceb60c4d3970ec8100efecd5da4edc6f2,True
train-00248.parquet,True,5909,5909,True,77315eda3a211cb977dc82d03593c7ad4f7ce032,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,True
train-00249.parquet,True,5909,5909,True,77315eda3a211cb977dc82d03593c7ad4f7ce032,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,True
train-00250.parquet,True,5909,5909,True,77315eda3a211cb977dc82d03593c7ad4f7ce032,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,True
train-00251.parquet,True,5909,5909,True,77315eda3a211cb977dc82d03593c7ad4f7ce032,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,True
train-00252.parquet,True,5909,5909,True,77315eda3a211cb977dc82d03593c7ad4f7ce032,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,4a1d991d7874e012ff8049f640bd9534295a75275eebf56ae5a3247eebc06c93,True
train-00253.parquet,True,7148177,7148177,True,f511e7bfe51b71e39f59a9cb2518203b3e69563f,bb827d21b57e5f656205c6a7b374869626e92ed4a3c3338237d0b1959b8ddfd5,bb827d21b57e5f656205c6a7b374869626e92ed4a3c3338237d0b1959b8ddfd5,True
train-00254.parquet,True,10473051,10473051,True,ecdf6b8582f78524491dded9ce399324affea485,9863c354f4c07c3afad0e9d362c06b4c96b2861b76a1f6c45bdd39c12e9138d4,9863c354f4c07c3afad0e9d362c06b4c96b2861b76a1f6c45bdd39c12e9138d4,True
train-00255.parquet,True,7959610,7959610,True,3b87ebd6e90942f1d4f848a8ed151f67f83119e6,c5611024272b1846a0a3bb39aece1cfaa6d706fa070f400034399a9f00650f0d,c5611024272b1846a0a3bb39aece1cfaa6d706fa070f400034399a9f00650f0d,True
train-00256.parquet,True,9030275,9030275,True,a022eb3ef61c729eea62ec054a3b031dac58240e,273aa6a13e8031db28ceac3263f82f62b595f9bd678f39f1c0a18c5b0281b842,273aa6a13e8031db28ceac3263f82f62b595f9bd678f39f1c0a18c5b0281b842,True
train-00257.parquet,True,5918330,5918330,True,40d7476d84eeff20892b1ac67dcda889e2c18c67,4cb25f236648ca8e964d3ddddb7aee574261786b3d0751a908dab1df73fd231f,4cb25f236648ca8e964d3ddddb7aee574261786b3d0751a908dab1df73fd231f,True
train-00258.parquet,True,4770975,4770975,True,1bd97cf082923eb09249511ecd5d5db94ca0683f,15cae85e07a44536f660153a031b490a2ef16b595fc7811319dc84f8f1fab532,15cae85e07a44536f660153a031b490a2ef16b595fc7811319dc84f8f1fab532,True
train-00259.parquet,True,4049734,4049734,True,31f298a2c486596f87734cf3fb9aba8f75114cf0,8acfecb6da3b8dc1d658c95e47a31a8c4f99266c46c3dadd77d08cfef9a6a2f5,8acfecb6da3b8dc1d658c95e47a31a8c4f99266c46c3dadd77d08cfef9a6a2f5,True
train-00260.parquet,True,6696714,6696714,True,468d050f2285df3f81202d99b7b72ade914d51bd,ccebda518da142a4e110e55ff63d033c3949ef4e99e96a94c6f8231fad2ae6a9,ccebda518da142a4e110e55ff63d033c3949ef4e99e96a94c6f8231fad2ae6a9,True
train-00261.parquet,True,7932354,7932354,True,2d1d5afdca8865cd9e2f98b24f25ce41591791f4,e99d975536d63a66b30ac5aac06c9489258756e30d1c6987576db7f8e509969e,e99d975536d63a66b30ac5aac06c9489258756e30d1c6987576db7f8e509969e,True
train-00262.parquet,True,9197224,9197224,True,d17c6fdbd31c3c486f4a1f4a6753ad43b3d2919d,75108ff3ca7a03ce2cbba8d7f14da36446839051da6e89f06c408baa766098a0,75108ff3ca7a03ce2cbba8d7f14da36446839051da6e89f06c408baa766098a0,True
train-00263.parquet,True,7621418,7621418,True,ff01061835747126f4849884a17d87f00a808cad,1bb7c30f4562d44d01905287fc183b1c17db7fda68baf104da168be4ebb4d599,1bb7c30f4562d44d01905287fc183b1c17db7fda68baf104da168be4ebb4d599,True
train-00264.parquet,True,7049069,7049069,True,be2b6ee446edd7d4e775d03e64bc247ea17b133f,39338eb7023b024567ce5240a9a3eddd01cf68d8ac1ef7e2ada18575565da2c2,39338eb7023b024567ce5240a9a3eddd01cf68d8ac1ef7e2ada18575565da2c2,True
train-00265.parquet,True,7140260,7140260,True,582ab2b66c6d492b2f3bcfced593f029d035b181,dfef04b80ff7a2cd7699d79119fd9343b32524d192cc2aaf4cd5d14f199bc227,dfef04b80ff7a2cd7699d79119fd9343b32524d192cc2aaf4cd5d14f199bc227,True
train-00266.parquet,True,7960250,7960250,True,3b5e1a69219c7481bfb6c0834b3f39acb0d14003,a58dae9f8d2f95515f2ab49f210e166258131de84613740cdd57f5582cabf528,a58dae9f8d2f95515f2ab49f210e166258131de84613740cdd57f5582cabf528,True
train-00267.parquet,True,8321797,8321797,True,67f9e43a84f4e9c93f9385a47edf287bd4283849,5dc45b3b668b0bc1b038485a87ca272094f0e6316ae665439e8fc12b3fbadd0d,5dc45b3b668b0bc1b038485a87ca272094f0e6316ae665439e8fc12b3fbadd0d,True
train-00268.parquet,True,8148418,8148418,True,98e0ca4f250d1a9427f08145feb1730c3a708797,b33551b8fe3511cf19eecf98d2bb0456d627fab9e3521143ad2604ca8e3ba274,b33551b8fe3511cf19eecf98d2bb0456d627fab9e3521143ad2604ca8e3ba274,True
train-00269.parquet,True,7324510,7324510,True,36bb2ddc5779641d6e0b2d38a29f34c37c6f542c,ecf3ceb343066a05e95ffd0ff82bfb49343bd03e80aa90aba6287019f6049618,ecf3ceb343066a05e95ffd0ff82bfb49343bd03e80aa90aba6287019f6049618,True
train-00270.parquet,True,8876033,8876033,True,1c2b0f8816a0f21ef3da698b7dbfbcebcd6f6c90,e419342d745ece051195f147f1e24936830cc58a4901a8461c0fdad921702d8e,e419342d745ece051195f147f1e24936830cc58a4901a8461c0fdad921702d8e,True
train-00271.parquet,True,8110636,8110636,True,0cab328e897ae676b902174ee74aa77dca2471f0,19f10ecd80c6e2706bc8e1f825c2965f84f00b054e51d9dca97bd2e058e7cacb,19f10ecd80c6e2706bc8e1f825c2965f84f00b054e51d9dca97bd2e058e7cacb,True
train-00272.parquet,True,8001868,8001868,True,dcec164923df6ec0c73ff4b8702c9be19694eaa0,1f7a7a209fdd75118cec03ddf5bc26a3b1c5e753d0e564a7ba0f96d421175592,1f7a7a209fdd75118cec03ddf5bc26a3b1c5e753d0e564a7ba0f96d421175592,True
train-00273.parquet,True,8911533,8911533,True,01f53aba848cfa8dd84e648e1bd2a134f9a1e294,3a670002b48fd08700243c6a5ff72ff4010621a9d8d95a73175b6b85768245a7,3a670002b48fd08700243c6a5ff72ff4010621a9d8d95a73175b6b85768245a7,True
train-00274.parquet,True,8104555,8104555,True,8725ed258b2b61c36f31c02e6a8d59297479df5a,0aac1e9d20e322cb8cf273768397da1cde4c8a7a25a8a01526537e4b0c97c17e,0aac1e9d20e322cb8cf273768397da1cde4c8a7a25a8a01526537e4b0c97c17e,True
train-00275.parquet,True,5663769,5663769,True,be6301497cdfb263f070aff068cdb47310429c13,78a6ed116d098e7317c7d315a42ef1d1d8c419d09b444508c2fa15f8d0adc949,78a6ed116d098e7317c7d315a42ef1d1d8c419d09b444508c2fa15f8d0adc949,True
train-00276.parquet,True,7568801,7568801,True,498de86b55bd023a206ee76675b5653f527733c2,fc2575328966e3d7daac7b7b2fc986d700b3b000e0a72e69dc14a71aa6af4fe2,fc2575328966e3d7daac7b7b2fc986d700b3b000e0a72e69dc14a71aa6af4fe2,True
train-00277.parquet,True,7946774,7946774,True,24714421f24705fd4e0bddad4a9b2eae920ee799,4a3a3285f79da7efc2efbe3e83e224cfaf7a4705fcb1ee34a3cf52f5b0fa6ec6,4a3a3285f79da7efc2efbe3e83e224cfaf7a4705fcb1ee34a3cf52f5b0fa6ec6,True
train-00278.parquet,True,8130699,8130699,True,0d8387ea97f936f96e5384a6ac9b896b480a4640,1e1213d3ee8df84530f37773045ff6fba73cc1ff1f286f33e62d3e137f950d49,1e1213d3ee8df84530f37773045ff6fba73cc1ff1f286f33e62d3e137f950d49,True
train-00279.parquet,True,8145665,8145665,True,aaff2891ce58ea50ddf69707dc4ad1b76f84e79c,6038ca8841668ab0fa2ab0d0c3c9b6eb5329afebc42c7955d8c9ae44b42f4d12,6038ca8841668ab0fa2ab0d0c3c9b6eb5329afebc42c7955d8c9ae44b42f4d12,True
train-00280.parquet,True,8180367,8180367,True,9064722aa9c3047dd545cd7167d99918e88ba33f,9ba170f34b089a41cb17109ece52d56d7539a784c316ef8c490500453b6fbd42,9ba170f34b089a41cb17109ece52d56d7539a784c316ef8c490500453b6fbd42,True
train-00281.parquet,True,8319741,8319741,True,bc0f3d574b0fac62086fe181d747196599d8323f,1e8887e0b42d89047e87fed30508ddcfcaa469023c0a8c5048d9fbe16fb56ca1,1e8887e0b42d89047e87fed30508ddcfcaa469023c0a8c5048d9fbe16fb56ca1,True
train-00282.parquet,True,9071840,9071840,True,348532dfb64b04e98de4303362b87c1d5461d7e5,91897c4f3375686c77724675d52603835015e73b1b5cd1a3101b35e13e18a5fd,91897c4f3375686c77724675d52603835015e73b1b5cd1a3101b35e13e18a5fd,True
