event_month,pairs,log_pr_estimate,log_pr_ci_low,log_pr_ci_high,pr_count_estimate,pr_count_ci_low,pr_count_ci_high,merged_count_estimate,merged_count_ci_low,merged_count_ci_high
-3,43,-0.062415283786949736,-0.1512772168336751,0.048478632198511895,-1.1395348837209303,-2.9767441860465116,1.0,-0.6976744186046512,-2.3357865251256333,1.1162790697674418
-2,43,-0.04038443966820682,-0.27828161133454227,0.23223070360186027,-3.255813953488372,-18.063232289247544,1.0232558139534884,-3.627906976744186,-19.357862236503657,0.8604651162790697
-1,43,0.0,,,0.0,,,0.0,,
0,43,0.515015812534031,0.1840368863349463,0.8338587661050669,3.4186046511627906,0.7209302325581395,6.813953488372093,1.6511627906976745,-0.3488372093023256,4.4186046511627906
1,43,0.1704687799511974,-0.26808260629566655,0.624441254351058,2.4186046511627906,-1.3488372093023255,7.651897713998763,1.2790697674418605,-1.817907535002697,5.6976744186046515
2,43,0.26990297288761717,-0.12234273885707171,0.6570214132466415,2.9767441860465116,-2.5348837209302326,9.325581395348838,2.0232558139534884,-2.1530391845527213,7.551321830777831
3,43,0.5432490099604723,0.14600567021588118,0.9626438647199252,4.6976744186046515,-0.6896470553733541,12.67829732595952,2.7674418604651163,-1.7906976744186047,8.744186046511627
