threshold_hours,prevalence_difference,outcome_difference,induced_bias,adjusted_estimate,residual_estimate,removes_point_estimate,removes_interval
48,0.3,0.5,0.15,0.17346523604933012,0.023465236049330124,False,True
48,0.3,0.55,0.165,0.17346523604933012,0.00846523604933011,False,True
48,0.3,0.6,0.18,0.17346523604933012,-0.006534763950669875,True,True
48,0.3,0.65,0.195,0.17346523604933012,-0.02153476395066989,True,True
48,0.3,0.7,0.21,0.17346523604933012,-0.036534763950669874,True,True
48,0.3,0.75,0.22499999999999998,0.17346523604933012,-0.05153476395066986,True,True
48,0.3,0.8,0.24,0.17346523604933012,-0.06653476395066987,True,True
48,0.35,0.05,0.017499999999999998,0.17346523604933012,0.15596523604933013,False,False
48,0.35,0.1,0.034999999999999996,0.17346523604933012,0.13846523604933011,False,False
48,0.35,0.15,0.0525,0.17346523604933012,0.12096523604933013,False,False
48,0.35,0.2,0.06999999999999999,0.17346523604933012,0.10346523604933013,False,False
48,0.35,0.25,0.0875,0.17346523604933012,0.08596523604933012,False,True
48,0.35,0.3,0.105,0.17346523604933012,0.06846523604933012,False,True
48,0.35,0.35,0.12249999999999998,0.17346523604933012,0.050965236049330134,False,True
48,0.35,0.4,0.13999999999999999,0.17346523604933012,0.03346523604933013,False,True
48,0.35,0.45,0.1575,0.17346523604933012,0.015965236049330117,False,True
48,0.35,0.5,0.175,0.17346523604933012,-0.0015347639506698707,True,True
48,0.35,0.55,0.1925,0.17346523604933012,-0.019034763950669886,True,True
48,0.35,0.6,0.21,0.17346523604933012,-0.036534763950669874,True,True
48,0.35,0.65,0.22749999999999998,0.17346523604933012,-0.05403476395066986,True,True
48,0.35,0.7,0.24499999999999997,0.17346523604933012,-0.07153476395066985,True,True
48,0.35,0.75,0.26249999999999996,0.17346523604933012,-0.08903476395066984,True,True
48,0.35,0.8,0.27999999999999997,0.17346523604933012,-0.10653476395066985,True,True
48,0.4,0.05,0.020000000000000004,0.17346523604933012,0.1534652360493301,False,False
48,0.4,0.1,0.04000000000000001,0.17346523604933012,0.1334652360493301,False,False
48,0.4,0.15,0.06,0.17346523604933012,0.11346523604933012,False,False
48,0.4,0.2,0.08000000000000002,0.17346523604933012,0.0934652360493301,False,True
48,0.4,0.25,0.1,0.17346523604933012,0.07346523604933011,False,True
48,0.4,0.3,0.12,0.17346523604933012,0.05346523604933012,False,True
48,0.4,0.35,0.13999999999999999,0.17346523604933012,0.03346523604933013,False,True
48,0.4,0.4,0.16000000000000003,0.17346523604933012,0.013465236049330087,False,True
48,0.4,0.45,0.18000000000000002,0.17346523604933012,-0.006534763950669903,True,True
48,0.4,0.5,0.2,0.17346523604933012,-0.026534763950669893,True,True
48,0.4,0.55,0.22000000000000003,0.17346523604933012,-0.04653476395066991,True,True
48,0.4,0.6,0.24,0.17346523604933012,-0.06653476395066987,True,True
48,0.4,0.65,0.26,0.17346523604933012,-0.08653476395066989,True,True
48,0.4,0.7,0.27999999999999997,0.17346523604933012,-0.10653476395066985,True,True
48,0.4,0.75,0.30000000000000004,0.17346523604933012,-0.12653476395066993,True,True
48,0.4,0.8,0.32000000000000006,0.17346523604933012,-0.14653476395066994,True,True
48,0.45,0.05,0.022500000000000003,0.17346523604933012,0.15096523604933013,False,False
48,0.45,0.1,0.045000000000000005,0.17346523604933012,0.1284652360493301,False,False
48,0.45,0.15,0.0675,0.17346523604933012,0.10596523604933011,False,False
48,0.45,0.2,0.09000000000000001,0.17346523604933012,0.08346523604933011,False,True
48,0.45,0.25,0.1125,0.17346523604933012,0.060965236049330115,False,True
48,0.45,0.3,0.135,0.17346523604933012,0.03846523604933011,False,True
48,0.45,0.35,0.1575,0.17346523604933012,0.015965236049330117,False,True
48,0.45,0.4,0.18000000000000002,0.17346523604933012,-0.006534763950669903,True,True
48,0.45,0.45,0.2025,0.17346523604933012,-0.029034763950669895,True,True
48,0.45,0.5,0.225,0.17346523604933012,-0.05153476395066989,True,True
48,0.45,0.55,0.24750000000000003,0.17346523604933012,-0.07403476395066991,True,True
48,0.45,0.6,0.27,0.17346523604933012,-0.0965347639506699,True,True
48,0.45,0.65,0.29250000000000004,0.17346523604933012,-0.11903476395066992,True,True
48,0.45,0.7,0.315,0.17346523604933012,-0.14153476395066988,True,True
48,0.45,0.75,0.3375,0.17346523604933012,-0.1640347639506699,True,True
48,0.45,0.8,0.36000000000000004,0.17346523604933012,-0.18653476395066992,True,True
48,0.5,0.05,0.025,0.17346523604933012,0.14846523604933012,False,False
48,0.5,0.1,0.05,0.17346523604933012,0.12346523604933012,False,False
48,0.5,0.15,0.075,0.17346523604933012,0.09846523604933012,False,True
48,0.5,0.2,0.1,0.17346523604933012,0.07346523604933011,False,True
48,0.5,0.25,0.125,0.17346523604933012,0.04846523604933012,False,True
48,0.5,0.3,0.15,0.17346523604933012,0.023465236049330124,False,True
48,0.5,0.35,0.175,0.17346523604933012,-0.0015347639506698707,True,True
48,0.5,0.4,0.2,0.17346523604933012,-0.026534763950669893,True,True
48,0.5,0.45,0.225,0.17346523604933012,-0.05153476395066989,True,True
48,0.5,0.5,0.25,0.17346523604933012,-0.07653476395066988,True,True
48,0.5,0.55,0.275,0.17346523604933012,-0.1015347639506699,True,True
48,0.5,0.6,0.3,0.17346523604933012,-0.12653476395066987,True,True
48,0.5,0.65,0.325,0.17346523604933012,-0.1515347639506699,True,True
48,0.5,0.7,0.35,0.17346523604933012,-0.17653476395066986,True,True
48,0.5,0.75,0.375,0.17346523604933012,-0.20153476395066988,True,True
48,0.5,0.8,0.4,0.17346523604933012,-0.2265347639506699,True,True
48,0.55,0.05,0.027500000000000004,0.17346523604933012,0.14596523604933012,False,False
48,0.55,0.1,0.05500000000000001,0.17346523604933012,0.11846523604933011,False,False
48,0.55,0.15,0.0825,0.17346523604933012,0.09096523604933011,False,True
48,0.55,0.2,0.11000000000000001,0.17346523604933012,0.0634652360493301,False,True
48,0.55,0.25,0.1375,0.17346523604933012,0.03596523604933011,False,True
48,0.55,0.3,0.165,0.17346523604933012,0.00846523604933011,False,True
48,0.55,0.35,0.1925,0.17346523604933012,-0.019034763950669886,True,True
48,0.55,0.4,0.22000000000000003,0.17346523604933012,-0.04653476395066991,True,True
48,0.55,0.45,0.24750000000000003,0.17346523604933012,-0.07403476395066991,True,True
48,0.55,0.5,0.275,0.17346523604933012,-0.1015347639506699,True,True
48,0.55,0.55,0.30250000000000005,0.17346523604933012,-0.12903476395066993,True,True
48,0.55,0.6,0.33,0.17346523604933012,-0.1565347639506699,True,True
48,0.55,0.65,0.35750000000000004,0.17346523604933012,-0.18403476395066992,True,True
48,0.55,0.7,0.385,0.17346523604933012,-0.2115347639506699,True,True
48,0.55,0.75,0.41250000000000003,0.17346523604933012,-0.23903476395066992,True,True
48,0.55,0.8,0.44000000000000006,0.17346523604933012,-0.26653476395066994,True,True
48,0.6,0.05,0.03,0.17346523604933012,0.14346523604933012,False,False
48,0.6,0.1,0.06,0.17346523604933012,0.11346523604933012,False,False
48,0.6,0.15,0.09,0.17346523604933012,0.08346523604933012,False,True
48,0.6,0.2,0.12,0.17346523604933012,0.05346523604933012,False,True
48,0.6,0.25,0.15,0.17346523604933012,0.023465236049330124,False,True
48,0.6,0.3,0.18,0.17346523604933012,-0.006534763950669875,True,True
48,0.6,0.35,0.21,0.17346523604933012,-0.036534763950669874,True,True
48,0.6,0.4,0.24,0.17346523604933012,-0.06653476395066987,True,True
48,0.6,0.45,0.27,0.17346523604933012,-0.0965347639506699,True,True
48,0.6,0.5,0.3,0.17346523604933012,-0.12653476395066987,True,True
48,0.6,0.55,0.33,0.17346523604933012,-0.1565347639506699,True,True
48,0.6,0.6,0.36,0.17346523604933012,-0.18653476395066987,True,True
48,0.6,0.65,0.39,0.17346523604933012,-0.2165347639506699,True,True
48,0.6,0.7,0.42,0.17346523604933012,-0.24653476395066987,True,True
48,0.6,0.75,0.44999999999999996,0.17346523604933012,-0.27653476395066984,True,True
48,0.6,0.8,0.48,0.17346523604933012,-0.30653476395066986,True,True
48,0.65,0.05,0.0325,0.17346523604933012,0.14096523604933012,False,False
48,0.65,0.1,0.065,0.17346523604933012,0.10846523604933012,False,False
48,0.65,0.15,0.0975,0.17346523604933012,0.07596523604933011,False,True
48,0.65,0.2,0.13,0.17346523604933012,0.043465236049330114,False,True
48,0.65,0.25,0.1625,0.17346523604933012,0.010965236049330113,False,True
48,0.65,0.3,0.195,0.17346523604933012,-0.02153476395066989,True,True
48,0.65,0.35,0.22749999999999998,0.17346523604933012,-0.05403476395066986,True,True
48,0.65,0.4,0.26,0.17346523604933012,-0.08653476395066989,True,True
48,0.65,0.45,0.29250000000000004,0.17346523604933012,-0.11903476395066992,True,True
48,0.65,0.5,0.325,0.17346523604933012,-0.1515347639506699,True,True
48,0.65,0.55,0.35750000000000004,0.17346523604933012,-0.18403476395066992,True,True
48,0.65,0.6,0.39,0.17346523604933012,-0.2165347639506699,True,True
48,0.65,0.65,0.42250000000000004,0.17346523604933012,-0.24903476395066992,True,True
48,0.65,0.7,0.45499999999999996,0.17346523604933012,-0.28153476395066984,True,True
48,0.65,0.75,0.48750000000000004,0.17346523604933012,-0.3140347639506699,True,True
48,0.65,0.8,0.52,0.17346523604933012,-0.3465347639506699,True,True
48,0.7,0.05,0.034999999999999996,0.17346523604933012,0.13846523604933011,False,False
48,0.7,0.1,0.06999999999999999,0.17346523604933012,0.10346523604933013,False,False
48,0.7,0.15,0.105,0.17346523604933012,0.06846523604933012,False,True
48,0.7,0.2,0.13999999999999999,0.17346523604933012,0.03346523604933013,False,True
48,0.7,0.25,0.175,0.17346523604933012,-0.0015347639506698707,True,True
48,0.7,0.3,0.21,0.17346523604933012,-0.036534763950669874,True,True
48,0.7,0.35,0.24499999999999997,0.17346523604933012,-0.07153476395066985,True,True
48,0.7,0.4,0.27999999999999997,0.17346523604933012,-0.10653476395066985,True,True
48,0.7,0.45,0.315,0.17346523604933012,-0.14153476395066988,True,True
48,0.7,0.5,0.35,0.17346523604933012,-0.17653476395066986,True,True
48,0.7,0.55,0.385,0.17346523604933012,-0.2115347639506699,True,True
48,0.7,0.6,0.42,0.17346523604933012,-0.24653476395066987,True,True
48,0.7,0.65,0.45499999999999996,0.17346523604933012,-0.28153476395066984,True,True
48,0.7,0.7,0.48999999999999994,0.17346523604933012,-0.3165347639506698,True,True
48,0.7,0.75,0.5249999999999999,0.17346523604933012,-0.3515347639506698,True,True
48,0.7,0.8,0.5599999999999999,0.17346523604933012,-0.3865347639506698,True,True
48,0.75,0.05,0.037500000000000006,0.17346523604933012,0.1359652360493301,False,False
48,0.75,0.1,0.07500000000000001,0.17346523604933012,0.09846523604933011,False,True
48,0.75,0.15,0.11249999999999999,0.17346523604933012,0.06096523604933013,False,True
48,0.75,0.2,0.15000000000000002,0.17346523604933012,0.023465236049330096,False,True
48,0.75,0.25,0.1875,0.17346523604933012,-0.014034763950669882,True,True
48,0.75,0.3,0.22499999999999998,0.17346523604933012,-0.05153476395066986,True,True
48,0.75,0.35,0.26249999999999996,0.17346523604933012,-0.08903476395066984,True,True
48,0.75,0.4,0.30000000000000004,0.17346523604933012,-0.12653476395066993,True,True
48,0.75,0.45,0.3375,0.17346523604933012,-0.1640347639506699,True,True
48,0.75,0.5,0.375,0.17346523604933012,-0.20153476395066988,True,True
48,0.75,0.55,0.41250000000000003,0.17346523604933012,-0.23903476395066992,True,True
48,0.75,0.6,0.44999999999999996,0.17346523604933012,-0.27653476395066984,True,True
48,0.75,0.65,0.48750000000000004,0.17346523604933012,-0.3140347639506699,True,True
48,0.75,0.7,0.5249999999999999,0.17346523604933012,-0.3515347639506698,True,True
48,0.75,0.75,0.5625,0.17346523604933012,-0.3890347639506699,True,True
48,0.75,0.8,0.6000000000000001,0.17346523604933012,-0.42653476395066997,True,True
48,0.8,0.05,0.04000000000000001,0.17346523604933012,0.1334652360493301,False,False
48,0.8,0.1,0.08000000000000002,0.17346523604933012,0.0934652360493301,False,True
48,0.8,0.15,0.12,0.17346523604933012,0.05346523604933012,False,True
48,0.8,0.2,0.16000000000000003,0.17346523604933012,0.013465236049330087,False,True
48,0.8,0.25,0.2,0.17346523604933012,-0.026534763950669893,True,True
48,0.8,0.3,0.24,0.17346523604933012,-0.06653476395066987,True,True
48,0.8,0.35,0.27999999999999997,0.17346523604933012,-0.10653476395066985,True,True
48,0.8,0.4,0.32000000000000006,0.17346523604933012,-0.14653476395066994,True,True
48,0.8,0.45,0.36000000000000004,0.17346523604933012,-0.18653476395066992,True,True
48,0.8,0.5,0.4,0.17346523604933012,-0.2265347639506699,True,True
48,0.8,0.55,0.44000000000000006,0.17346523604933012,-0.26653476395066994,True,True
48,0.8,0.6,0.48,0.17346523604933012,-0.30653476395066986,True,True
48,0.8,0.65,0.52,0.17346523604933012,-0.3465347639506699,True,True
48,0.8,0.7,0.5599999999999999,0.17346523604933012,-0.3865347639506698,True,True
48,0.8,0.75,0.6000000000000001,0.17346523604933012,-0.42653476395066997,True,True
48,0.8,0.8,0.6400000000000001,0.17346523604933012,-0.46653476395067,True,True
