burst_threshold_minutes,exclusion_unit,excluded_group,excluded_group_prs,remaining_prs,first_post_burst_state,remaining_state_prs,share_all_prs,share_post_burst_actions
0,product_pair,OpenAI_Codex -> Devin,262,8346,branch_movement_untyped,496,0.05942966690630242,0.09245107176141659
0,product_pair,OpenAI_Codex -> Devin,262,8346,no_action_within_7d,2981,0.35717709082195065,
1,product_pair,Claude_Code -> Copilot,991,7617,user_account,2133,0.28003150846790076,0.45248196860415785
1,product_pair,Claude_Code -> Copilot,991,7617,mapped_product,1133,0.14874622554811606,0.24034789987271957
1,product_pair,Claude_Code -> Copilot,991,7617,other_bot,1038,0.13627412367073652,0.2201951633432329
1,product_pair,Claude_Code -> Copilot,991,7617,branch_movement_untyped,410,0.053826965997111724,0.08697496817988969
1,product_pair,Claude_Code -> Copilot,991,7617,no_action_within_7d,2903,0.38112117631613496,
1,product_pair,Claude_Code -> Cursor,241,8367,user_account,2352,0.2811043384725708,0.45767659077641565
1,product_pair,Claude_Code -> Cursor,241,8367,mapped_product,1168,0.1395960320305964,0.22728157229032886
1,product_pair,Claude_Code -> Cursor,241,8367,other_bot,1126,0.13457631170072906,0.21910877602646428
1,product_pair,Claude_Code -> Cursor,241,8367,branch_movement_untyped,493,0.05892195530058563,0.0959330609067912
1,product_pair,Claude_Code -> Cursor,241,8367,no_action_within_7d,3228,0.3858013624955181,
1,product_pair,Claude_Code -> Devin,35,8573,user_account,2420,0.2822815817100198,0.4558297231116971
1,product_pair,Claude_Code -> Devin,35,8573,mapped_product,1194,0.13927446634783622,0.22490111132039933
1,product_pair,Claude_Code -> Devin,35,8573,other_bot,1160,0.13530852677009214,0.2184968920700697
1,product_pair,Claude_Code -> Devin,35,8573,branch_movement_untyped,535,0.06240522570862009,0.10077227349783387
1,product_pair,Claude_Code -> Devin,35,8573,no_action_within_7d,3264,0.38073019946343173,
1,product_pair,Claude_Code -> OpenAI_Codex,137,8471,user_account,2388,0.2819029630504073,0.45494379881882263
1,product_pair,Claude_Code -> OpenAI_Codex,137,8471,mapped_product,1182,0.13953488372093023,0.22518574966660315
1,product_pair,Claude_Code -> OpenAI_Codex,137,8471,other_bot,1139,0.13445874158895055,0.21699371308820728
1,product_pair,Claude_Code -> OpenAI_Codex,137,8471,branch_movement_untyped,540,0.06374690119230315,0.10287673842636692
1,product_pair,Claude_Code -> OpenAI_Codex,137,8471,no_action_within_7d,3222,0.3803565104474088,
1,product_pair,Copilot -> Claude_Code,176,8432,user_account,2365,0.28047912713472484,0.45358649789029537
1,product_pair,Copilot -> Claude_Code,176,8432,mapped_product,1149,0.13626660341555977,0.22036823935558114
1,product_pair,Copilot -> Claude_Code,176,8432,other_bot,1150,0.13638519924098672,0.22056003068661298
1,product_pair,Copilot -> Claude_Code,176,8432,branch_movement_untyped,550,0.06522770398481974,0.10548523206751055
1,product_pair,Copilot -> Claude_Code,176,8432,no_action_within_7d,3218,0.38164136622390893,
1,product_pair,Copilot -> Cursor,220,8388,user_account,2337,0.27861230329041486,0.45046260601387816
1,product_pair,Copilot -> Cursor,220,8388,mapped_product,1161,0.13841201716738197,0.22378565921356977
1,product_pair,Copilot -> Cursor,220,8388,other_bot,1139,0.13578922269909394,0.2195451040863531
1,product_pair,Copilot -> Cursor,220,8388,branch_movement_untyped,551,0.06568907963757749,0.10620663068619893
1,product_pair,Copilot -> Cursor,220,8388,no_action_within_7d,3200,0.38149737720553173,
1,product_pair,Copilot -> Devin,15,8593,user_account,2425,0.28220644710811127,0.45471591974498404
1,product_pair,Copilot -> Devin,15,8593,mapped_product,1196,0.13918305597579425,0.2242640165010313
1,product_pair,Copilot -> Devin,15,8593,other_bot,1160,0.1349935994414058,0.2175135945996625
1,product_pair,Copilot -> Devin,15,8593,branch_movement_untyped,552,0.06423833352728965,0.10350646915432214
1,product_pair,Copilot -> Devin,15,8593,no_action_within_7d,3260,0.37937856394739905,
