contrast,threshold_hours,estimate,ci_low,ci_high,p_value,n_prs,repositories,formula,note
exact_edge_vs_no_visible_activity,48,0.24210186922128074,0.13472868566683593,0.34947505277572555,9.903547374229523e-06,1067,469,"merged_from_48h_to_30d ~ C(specificity_group_48h, Treatment('no_visible_activity')) + C(author_agent) + C(trigger_reviewer_agent) + C(trigger_month) + log1p_trigger_age_hours + log1p_pre_events + pre_user_events + pre_bot_events + pre_decisive_reviews + pre_force_pushes",contextual four-state model; the active-discussion subset remains the primary specificity contrast
nonexact_discussion_vs_no_visible_activity,48,0.10039288401726684,0.02766300394833418,0.1731227640861995,0.006821365856613097,1067,469,"merged_from_48h_to_30d ~ C(specificity_group_48h, Treatment('no_visible_activity')) + C(author_agent) + C(trigger_reviewer_agent) + C(trigger_month) + log1p_trigger_age_hours + log1p_pre_events + pre_user_events + pre_bot_events + pre_decisive_reviews + pre_force_pushes",contextual four-state model; the active-discussion subset remains the primary specificity contrast
movement_only_vs_no_visible_activity,48,0.38759460567862924,0.1980325521562944,0.577156659200964,6.13627539069264e-05,1067,469,"merged_from_48h_to_30d ~ C(specificity_group_48h, Treatment('no_visible_activity')) + C(author_agent) + C(trigger_reviewer_agent) + C(trigger_month) + log1p_trigger_age_hours + log1p_pre_events + pre_user_events + pre_bot_events + pre_decisive_reviews + pre_force_pushes",contextual four-state model; the active-discussion subset remains the primary specificity contrast
exact_edge_vs_nonexact_discussion,48,0.1417089852040139,0.03696588693607342,0.24645208347195438,0.008009392995909241,1067,469,"merged_from_48h_to_30d ~ C(specificity_group_48h, Treatment('no_visible_activity')) + C(author_agent) + C(trigger_reviewer_agent) + C(trigger_month) + log1p_trigger_age_hours + log1p_pre_events + pre_user_events + pre_bot_events + pre_decisive_reviews + pre_force_pushes",contextual four-state model; the active-discussion subset remains the primary specificity contrast
