prs,repositories,on_target_pp,on_target_ci_low,on_target_ci_high,off_target_pp,off_target_ci_low,off_target_ci_high,difference_pp,difference_ci_low,difference_ci_high,difference_p_value,reference_group
1067,469,18.85633686710511,8.44588916409397,29.266784570116243,17.874502658902095,5.334296906408239,30.414708411395953,0.981834208203014,-13.116291965635535,15.079960382041563,0.8914279609608706,no inline reply of any kind inside the 48-hour window
