exposure,prs,estimate_pp,ci_low,ci_high,note
addressed_edge_observed,1067,17.34652360493298,7.2554379722429365,27.43760923762303,reference; 109 exposed PRs; clustered p=7.54e-04
off_target_reply,958,17.537367191964808,4.994626924174367,30.08010745975525,"activity control on a different support: PRs carrying the real addressed edge are excluded; 75 exposed PRs; clustered p=6.14e-03; joint-model gap to the addressed edge 1.0 pp (95% CI -13.1 to 15.1, p=0.891)"
permuted_anchor_pseudo_edge,1067,16.326622496382967,15.063823331719224,17.645896237589916,"null distribution over 2000 draws (seed 20260827); interval is the 2.5-97.5 percentile of the null, not a clustered CI; observed 17.3 pp sits at percentile 83.70 (two-sided p=0.1634); anchoring permuted inside 9 repository x month strata covering 26 replying PRs, so only 13% of anchored PRs can move; SUPPORT DEGENERATE, read the calendar_month row instead (16.8 pp, 10.3 to 23.5, two-sided p=0.4393)"
time_shifted_pseudo_edge,1067,-0.1513164725341716,-9.666063099480793,9.948583742865186,"null distribution over 2000 draws (seed 20260827); interval is the 2.5-97.5 percentile of the null, not a clustered CI; observed 17.3 pp sits at percentile 99.95 (two-sided p=0.0010); fake edge times resampled from the observed edge-time distribution independently of each PR's own history"
