first_owner_state,metric,prs,repositories,estimate,repository_cluster_ci_low,repository_cluster_ci_high
user_account,exact_owner_persistence,2334,673,0.1958011996572408,0.1686939726557928,0.22567307533828884
user_account,layer_persistence,2334,673,0.34190231362467866,0.3096712125953032,0.3765997708403329
user_account,cross_layer_handoff,2334,673,0.20179948586118251,0.16080507776097147,0.24809135210823258
user_account,no_next_action,2334,673,0.3676092544987147,0.3158734836809267,0.4193005809312339
mapped_product,exact_owner_persistence,903,323,0.3167220376522702,0.2687896979177497,0.3633222684250426
mapped_product,layer_persistence,903,323,0.3798449612403101,0.33233268562213325,0.42632394929968426
mapped_product,cross_layer_handoff,903,323,0.23477297895902546,0.19743759216773893,0.27513258097073123
mapped_product,no_next_action,903,323,0.28792912513842744,0.25076750022081473,0.3272058823529412
