metric,user_first_estimate,mapped_first_estimate,user_minus_mapped,repository_cluster_ci_low,repository_cluster_ci_high
exact_owner_persistence,0.1958011996572408,0.3167220376522702,-0.1209208379950294,-0.17403982680205382,-0.06388126472824042
layer_persistence,0.34190231362467866,0.3798449612403101,-0.03794264761563143,-0.09653421836819233,0.022216597337843348
cross_layer_handoff,0.20179948586118251,0.23477297895902546,-0.03297349309784295,-0.08215394018194815,0.01909237319512145
no_next_action,0.3676092544987147,0.28792912513842744,0.07968012936028723,0.014404050278613535,0.14243693670925944
