metric,user_first_estimate,mapped_first_estimate,user_minus_mapped,repository_cluster_ci_low,repository_cluster_ci_high
exact_owner_persistence,0.30962059620596205,0.4447900466562986,-0.13516945045033657,-0.2035942519689458,-0.06783322339773505
layer_persistence,0.540650406504065,0.5334370139968896,0.0072133925071754534,-0.06740130342859418,0.08250497143217868
cross_layer_handoff,0.31910569105691056,0.3297045101088647,-0.010598819051954145,-0.07605444028002771,0.05734188925986342
