exclusion_unit,excluded_group,n_prs,automation_then_user_vs_automation_only,user_first_vs_automation_only
repository,679017521,1731,0.13281219187537602,0.07069305801904228
repository,679564689,1732,0.1344382647883545,0.0725648484124036
repository,683347556,1731,0.1362350472306493,0.07020348049899289
repository,68404794,1732,0.1317450180652906,0.0696413240049192
repository,692042935,1732,0.1326377649273941,0.0707092325136456
repository,69605218,1732,0.1327995640733306,0.0707430775130741
repository,69797810,1732,0.1327919294479421,0.06951340351193831
repository,700802532,1732,0.13243291837802662,0.070581575255185
repository,701239058,1732,0.1343429510283437,0.07242204897176109
repository,70124554,1731,0.1329377358648271,0.0709161317019866
repository,701494311,1732,0.13419210961463368,0.0720980452714569
repository,703114651,1727,0.1345588432924687,0.07154989679915572
repository,70411501,1732,0.13250060627313098,0.0705385723849371
repository,707441527,1729,0.13252502984180953,0.07126886568118922
repository,70809374,1732,0.1355384768479072,0.0706396522032342
repository,710601088,1696,0.12488996711436612,0.0612993474498906
repository,711301476,1732,0.1326269430351809,0.07061635767448199
repository,714073518,1732,0.13266108198990517,0.07077887393001449
repository,71643008,1731,0.1328435768135102,0.0731039815995562
repository,716778600,1730,0.13217194587505698,0.07023988371527191
repository,71932349,1731,0.1302678751039615,0.0693917797433069
repository,719367294,1731,0.1326089657087156,0.07051402547260291
repository,721585564,1732,0.13279192944794302,0.0695134035119391
repository,722184017,1727,0.13318511046400688,0.06912600675132659
repository,722597620,1732,0.1326944232350289,0.0708408140409658
repository,722878666,1731,0.1333030153316804,0.06941633377361131
repository,723294223,1732,0.1327439517001006,0.07180782279162509
repository,725103703,1732,0.1327937415201978,0.070714474159226
repository,727311636,1732,0.13265080164569049,0.0705431417135384
repository,733661878,1732,0.1327976597727461,0.07077985548471041
repository,740303686,1732,0.1369356650621019,0.0703418323414568
repository,742063678,1730,0.1331145208936224,0.0710588642466008
repository,747691207,1705,0.1350374666861785,0.06833992935904432
repository,749681472,1729,0.132712045814739,0.072023479826613
repository,750789159,1732,0.13500894828892618,0.07282727893389239
repository,75224144,1732,0.1329855304170532,0.0709783218172719
repository,756126820,1732,0.1328078216259186,0.0695479798510918
repository,756594023,1732,0.13287181635720868,0.0709427846755125
repository,762304524,1730,0.1366622848067495,0.070743320304299
repository,763747649,1732,0.1345817209902399,0.07251011187859291
repository,76445704,1732,0.1326269430351813,0.0706163576744823
repository,764642350,1729,0.13440666079008978,0.0724483016403706
repository,764670636,1730,0.1343935806930141,0.0724736455597902
repository,765572754,1732,0.131274662755207,0.0708086018354611
repository,766067467,1732,0.1327102225839966,0.07066063097277281
repository,766839449,1732,0.1327680524881345,0.07067234481402741
repository,770633006,1732,0.1323061789434527,0.0702356153833556
repository,771479895,1732,0.1328891527937396,0.07172065630679711
repository,772283421,1732,0.1326835158602497,0.07082906494428601
repository,77298365,1732,0.1327226898831659,0.0706606939592801
repository,775839592,1697,0.13850519978427062,0.0660838476056143
repository,777230015,1719,0.1333896003384064,0.0711689512168535
repository,779431605,1732,0.1328531445918564,0.0709143843142713
repository,780293281,1732,0.1328321820125356,0.07073122095444491
repository,781211748,1730,0.1333885469214697,0.072492021321576
repository,781914762,1732,0.13272532296271788,0.0707830762449805
repository,7833168,1731,0.1363930991302168,0.07172185799485818
repository,784065050,1731,0.1326373126129809,0.07052096732459599
repository,787076358,1732,0.132883788551465,0.0696546046020527
repository,788904329,1731,0.1332238610932537,0.0713291875154329
repository,792160692,1706,0.13699161723291597,0.0789137159855854
repository,79377628,1732,0.1326624796909136,0.0705361073809905
repository,796633002,1732,0.131287695470231,0.0692436869118986
repository,799220316,1732,0.1324167172735256,0.0718163910836189
repository,803014189,1731,0.13428450417861948,0.0723129766356619
repository,805509054,1732,0.1320602490841259,0.07017630550051071
repository,805807054,1732,0.12972461027569387,0.0705320962899851
repository,806618581,1729,0.1334417758119294,0.07170540075367782
repository,809302876,1732,0.1324600471021864,0.07052552441468829
repository,809772615,1732,0.1326046908499399,0.07153054610697052
repository,809920524,1731,0.1297153791316113,0.07054849527863119
repository,812496927,1732,0.13267945454966878,0.0707361707810731
repository,814403270,1727,0.1321688902555934,0.06859189400311969
repository,81518954,1732,0.1328361506539406,0.07179184244616739
repository,818331198,1732,0.1290695231226589,0.0705473964427498
repository,820144741,1732,0.1325055994526755,0.07045387200965911
repository,820527217,1725,0.132515418010052,0.0696383619972456
repository,822046563,1732,0.1326269430351806,0.07061635767448199
repository,824874689,1712,0.1253187837827926,0.06578039379324849
repository,825945799,1732,0.13268622952116071,0.0707395883742727
repository,828119367,1730,0.1303206706590806,0.0676716585130009
repository,82920852,1729,0.1484428966188115,0.070762880793269
repository,829640443,1731,0.13639537115775613,0.07063101758214842
repository,831623337,1732,0.1326269430351809,0.07061635767448159
repository,832452447,1730,0.1327718248923126,0.0704394705278279
repository,832552991,1719,0.1382208703812286,0.07334026292282349
repository,838987724,1732,0.13266247969091288,0.0705361073809905
repository,839216423,1713,0.133190699429966,0.06921439332467069
repository,843437350,1728,0.1340515355044719,0.07103056717182639
repository,845317529,1726,0.1274129436826746,0.07013298612832439
repository,846096182,1732,0.1326641915030789,0.0707941184535244
repository,846698999,1732,0.13274395170009978,0.0718078227916248
repository,847453935,1732,0.1328794509866174,0.0709647832931551
repository,850004061,1719,0.13084302349648108,0.07307555880808171
repository,851610840,1732,0.1311836547676181,0.06907312860856879
repository,85431399,1723,0.1371923426515312,0.0722084719183606
repository,854337508,1732,0.13271022258399817,0.07066063097277499
repository,863069155,1732,0.13261999709567962,0.0707363467976415
repository,86566316,1732,0.132694423235029,0.0708408140409647
repository,870943356,1732,0.1328345660573839,0.07102649626705071
repository,872119017,1732,0.132722689883166,0.0706606939592794
repository,873328,1727,0.1348420150109333,0.07037176546383152
repository,881229214,1732,0.1326850494190889,0.07079239418794062
repository,881458615,1732,0.13274800118521052,0.0707960313138757
repository,882626210,1732,0.13268151201511508,0.0706362839775919
repository,886794998,1732,0.1348591744110446,0.07279351453058482
repository,887503379,1731,0.1308212445608135,0.06960953216161549
repository,889412273,1732,0.13276668121596352,0.07063584509318631
repository,889784913,1732,0.1329323800480574,0.0720781112231496
repository,895926919,1727,0.1350662945412307,0.07236757052243231
repository,896363641,1731,0.13235236404095102,0.07043638420224209
repository,898949330,1730,0.1295254152767557,0.07132132904478339
repository,899127822,1726,0.1327102513926781,0.06788842844330019
repository,899766976,1728,0.1354128955576425,0.07356885003939378
repository,90196632,1731,0.13257203624124142,0.070841599006759
repository,903987915,1732,0.13264049932466399,0.07074830270992159
repository,911264133,1732,0.13271022258399712,0.0706606309727734
repository,911664220,1732,0.1325054854078203,0.070689719843265
repository,912106066,1732,0.132854218388451,0.07068349199053209
repository,912499477,1731,0.13267289150486228,0.0696305736987589
repository,912587006,1732,0.1327015320725048,0.0708748370347025
repository,91350924,1732,0.1328243778449766,0.0698293289729191
repository,914048456,1731,0.1328627394154115,0.06937799292447089
repository,91594105,1732,0.1326795257657851,0.07062337371814681
repository,917974798,1726,0.1354380151241392,0.07077694823359479
repository,918657398,1732,0.1321359815835942,0.07124510751183509
repository,920159501,1732,0.1324614261062769,0.07054086034453219
repository,920603619,1727,0.14152878221909598,0.07483650925088489
repository,922104035,1731,0.1302839778767668,0.07071227751837861
repository,922805069,1730,0.1325740591197431,0.07011634773000319
repository,926252103,1729,0.1308747058183134,0.06888005290532401
repository,927967893,1732,0.132743951700101,0.0718078227916259
repository,929338255,1729,0.1321952841961912,0.0688898341136518
repository,930507751,1732,0.13274186987554232,0.0723134966363974
repository,931506474,1732,0.13260028606293073,0.0705400565179828
repository,933720213,1729,0.13105135464078077,0.0689041379175983
repository,933874837,1732,0.13234923732508921,0.07058679742011051
repository,934139122,1732,0.13289062671798063,0.0709583322807482
repository,936225376,1731,0.1325280830857715,0.0699323529657313
repository,93882897,1732,0.1305149266307982,0.0683766158837795
repository,940076402,1732,0.1326296331756156,0.0717650651007916
repository,943901988,1729,0.1308255911498207,0.0673157819179315
repository,945551361,1731,0.13239711815376629,0.0700494615937142
repository,945624059,1732,0.1326532642369772,0.071575036312161
repository,946140133,1732,0.1316402092635096,0.06979852205300562
repository,946359509,1732,0.1326927194307197,0.0707499084563255
repository,946767878,1732,0.13271022258399712,0.07066063097277421
repository,947349598,1732,0.1340233208019222,0.07208842183000719
repository,948491206,1732,0.1329249730589459,0.0709506337934616
repository,948993169,1732,0.13154536958106622,0.06966842401968219
repository,951127926,1729,0.1341809711062105,0.07027635250206829
repository,951563472,1731,0.13263882227613683,0.07163219047258661
repository,952463457,1732,0.1325785440106869,0.0706978159900642
repository,952988376,1730,0.132989295675436,0.07105969143773641
repository,953683578,1730,0.1324379321753078,0.07036297096379471
repository,955269110,1732,0.1326010554208368,0.0715666524614651
repository,957245447,1730,0.13646905924600639,0.06952408027768699
repository,957293745,1732,0.1329231340751813,0.07102507212258151
repository,958331702,1732,0.1327193116432025,0.0720836037544666
repository,958804967,1727,0.1343102581518686,0.07303107120169829
repository,959682770,1717,0.13893385177512263,0.07532239418116292
repository,960484071,1732,0.13271022258399723,0.0706606309727736
repository,963547829,1732,0.1324324852699274,0.0715487545228777
repository,965250949,1731,0.1288634549763884,0.0701861691584634
repository,965415649,1730,0.12997331667020068,0.0685504981009978
repository,965900067,1732,0.1312402856098175,0.0694516607023858
repository,972339714,1732,0.1327435669716825,0.0707608424918913
repository,974225807,1732,0.1326182630664191,0.0707239778148522
repository,975734319,1730,0.1327552908795627,0.071685409110672
repository,976142433,1732,0.1329254060139044,0.0709368558466211
repository,976568879,1724,0.12648698514669748,0.06774886148982741
repository,97890025,1732,0.13125025111831473,0.0690909511966193
repository,979560403,1732,0.13283487035604669,0.0719918869136962
repository,981148145,1732,0.1318623566994705,0.06983068403002489
repository,981760967,1732,0.1326835407364598,0.07077431653207389
repository,984979554,1730,0.1304988919174182,0.0709688991503341
repository,9852918,1732,0.13236190268001258,0.06868884409202582
repository,985303505,1732,0.1316538482054073,0.0698001155938345
repository,987110251,1732,0.1325462085392377,0.0705501263440786
repository,987623716,1732,0.1326835158602499,0.07082906494428609
repository,988488798,1732,0.13286517081328753,0.070992893555764
repository,988545158,1732,0.1324600471021864,0.0705255244146886
repository,989134268,1731,0.1316348151303407,0.0708998968734881
repository,99143276,1730,0.13231752640772698,0.07065234841474959
repository,993805781,1732,0.13508335340636568,0.07316592591170622
repository,996540721,1731,0.1317139587466512,0.06966678129364048
repository,996988898,1732,0.1327226898831651,0.0706606939592786
repository,999128119,1731,0.1321148684730238,0.07270796613196462
