exclusion_unit,excluded_group,n_prs,automation_then_user_vs_automation_only,user_first_vs_automation_only
repository,1052845083,1732,0.1325705124126424,0.07040956901325009
repository,1054512829,1732,0.13278185898419298,0.07150349392916978
repository,1054534794,1728,0.1316425663692435,0.06991098688707009
repository,1056120113,1732,0.1320314884049377,0.0701119740496893
repository,1057144703,1731,0.1331091291522675,0.0712330719746091
repository,1057381764,1732,0.1326296331756155,0.07176506510079189
repository,105889163,1729,0.13320197102824782,0.0678487154339814
repository,10601208,1732,0.1327376799766105,0.0700159676695666
repository,1062297179,1731,0.1349933951591023,0.07282057485224369
repository,1069120197,1730,0.1330110638665824,0.0682575683161839
repository,10744183,1732,0.1308694246139278,0.06897502575996829
repository,1074669117,1732,0.1315216562268415,0.06962968644163561
repository,1075118302,1732,0.13287938973243718,0.07101537736260949
repository,1076863218,1731,0.132508922114903,0.0706818700321119
repository,1081623471,1732,0.13270886423947809,0.0706475169678698
repository,1081770999,1732,0.1308469082131632,0.0708913036574426
repository,108548456,1729,0.1360733045477569,0.0682397489256558
repository,1087464350,1732,0.1326411072843994,0.07074991644105061
repository,1088382917,1732,0.1300057708481431,0.07079016383380698
repository,1092179228,1732,0.1327237754644955,0.070690186517303
repository,1097695258,1732,0.13282002676318158,0.0707232129139711
repository,1102157650,1732,0.1326532642369773,0.07157503631216058
repository,1103012935,1704,0.145033672358913,0.0682654821235222
repository,1104019361,1730,0.132194709467497,0.0703327534895348
repository,1109079845,1732,0.1327439517000994,0.0718078227916242
repository,1110222585,1731,0.1345935876543074,0.07263297973938869
repository,1112757954,1732,0.1326182630664191,0.07072397781485219
repository,111333972,1732,0.1325974955879135,0.07058308328765389
repository,1115043545,1730,0.1297340855922345,0.07054947642695411
repository,1118273977,1732,0.13267442218915848,0.0707309149245398
repository,1118297842,1732,0.13271469543353398,0.0721256100901551
repository,1120304511,1732,0.136343156142772,0.07063398210441571
repository,1120409065,1732,0.132860785453261,0.07075727283527669
repository,1122493499,1732,0.1327732714718653,0.0706250235812658
repository,1126016135,1732,0.1326377649273949,0.07070923251364611
repository,1126036125,1732,0.1328361506539411,0.0717918424461673
repository,1126728730,1732,0.132710222583997,0.07066063097277389
repository,1126960247,1732,0.13271022258399712,0.07066063097277349
repository,1127898610,1732,0.132722689883166,0.0706606939592797
repository,1132431999,1732,0.132722689883166,0.0706606939592794
repository,1132484374,1705,0.12823970575757632,0.0664011191569094
repository,1139155552,1732,0.1326692318464726,0.06994314039668849
repository,114006193,1729,0.1330744581590552,0.0696932734296456
repository,1143714962,1732,0.1310127314426313,0.06908348172562999
repository,1146547653,1732,0.13271022258399778,0.0706606309727741
repository,1146928510,1732,0.1325473323634312,0.0691905029269044
repository,1147103080,1732,0.1327678607549367,0.0721137602777576
repository,1147379948,1732,0.1312479564632409,0.0691642940297307
repository,1148615527,1728,0.12996682550083072,0.0680769815795684
repository,1149707767,1732,0.1325006062731313,0.07053857238493699
repository,115110181,1731,0.13133627846790358,0.07024292498370101
repository,1151688437,1732,0.13261826306641927,0.07072397781485219
repository,1151972675,1732,0.13274395170009978,0.0718078227916245
repository,1153130349,1731,0.1314621416321701,0.07071268754735341
repository,1156147627,1732,0.1326673036156783,0.06969089852968219
